Main,Unnamed: 1,Unnamed: 2
,Brand name,"Tekturna, fka Rasilez, fka SPP100"
,Generic name,alikersan
,Economics,Speedel has royalties (~15%?)
,Status,FDA extends PDUFA by 3 months on 12/14/2006. Novartis submitted more data in early December regarding colonic mucosa.
,Indication,Hypertension
,Mechanism,renin inhibitor
,Clinical Trials,
,,Phase 3 data has been presented
,,SPP100 lowers PRA (plasma renin activity). Lower PRA could mean lower CV events
,,
,,data in 2H06 from 3 surrogate outcome studies to support potential improved end-organ protection
,,"3 major morbidity and mortality studies, data 2011"
,,AHA data
,,Study 2306 showed superior sbp and dbp reduction for 300mg Rasilez vs. 10mg ramipril
,,Study 2307 showed superior systolic but not diastolic. However ramipril can be given up to 20mg.
,,Study 2302 showed persistent effect even one month after withdrawal.
,,Rasilez seems to reduce side effects of other agents (% of cough with ACE inhibitor and edema with CCB)
,,
,,AVIATOR - primary preventation study in 15k prehypertensive patients. 
,,ASTRONAUT
,,ALTITUDE - n=8606 - secondary prevention in diabetic nephropathy - Fails in December 2011.
,,"Increased incidence of non-fatal stroke, renal complications, hyperkalemia and hypotension."
,,
,,Phase III ASPIRE - Failed - n=820 HF
