Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Name,Indication,Economics,Approved,MOA,IP,,Price,115.39,
,Biktarvy (bictegravir/emtricitabine/TAF),HIV,1,,Integrase,2033,,Shares,1240.806916,Q225
,Genvoya (elvitegravir/TAF/emtricitabine/cobicistat),HIV,1,,Integrase,2027,,MC,143176.71003724,
,Descovy (TAF/emtricitabine),HIV,1,,NRTI+NRTI,2025,,Cash,7126.0,Q225
,Symtuza (darunavir/emtricitabine/TAF),HIV,1,,PI+NRTI,,,Debt,24946.0,Q225
,Stribild (Truvada/elvitegravir/cobicistat),HIV,1,2012-08-27 00:00:00,Integrase,2021,,EV,160996.71003724,
,Veklury (remdesivir),COVID-19,1,,NRTI,,,,,
,Sovaldi (sofosbuvir),HCV,1,2013-12-06 00:00:00,,"ABT, BMY",,,,
,Atripla (tenofovir+ETC+Sustiva),HIV,"62%, BMY",6/12/2006,NNRTI+NRTI,2017+,,CEO: Daniel O'Day,,
,Emtriva (emtricitabine),HIV,1,2/7/2003,NRTI,2021?,,"CMO: Dietmar Berger, Merdad Parsey",,
,Hepsera (adefovir),HBV,1,9/23/2002,,,,"EVP, Research: Flavius Martin",,
,Letairis (ambrisentan),PAH,GSK,6/15/2007,ERA,2015/2016?,,"SVP, Virology: Jared Baeten",,
,Ambisome,Fungal Infection,"EU, Astellas GSK",1/8/1997,Antifungal,,,CCO: Johanna Mercier,,
,Tecartus,,,,,,,,,
,Yescarta,,,,,,,,,
,Hepcludex,,,,,,,,,
,Sunlenca (lenacapavir),HIV,1,2022-12-22 00:00:00,capsid,,,,,
,Livdelzi (seladelpar),PBC,,,,,,,,
,Complera (rilpivirine+Truvada),HIV,JNJ,,,"MRK, GSK/PFE",,,,
,Trodelvy (sacituzumab govitecan),"mBC, mUC",,,,,,,,
,Harvoni (ledipasvir/sofosbuvir),HCV,1,,,"ABBV, JNJ, BMY, MRK",,,,
,Zydelig (idelalisib),CLL/FL,1,EMEA rec,,,,,,
,Tamiflu,Influenza,ROG VX,1999-10-27 00:00:00,,,,,,
,,,,Phase,Mechanism,Competition,,,,
,MB272,,,I,BTLA (B-cell/T-cell attenuator),,,,,
,lenacapavir,HIV,1,Filed,,,,,,
,MB151,,,I,PD-1 agonist,,,,,
,anitocabtagene autoleucel,Multiple Myeloma,ACLX,II,BCMA,,,,,
,domvanalimab,Oncology,RCUS,II,TIGIT mab,,,,,
,KITE-363/KITE-753,Oncology,,I,CD19xCD20,,,,,
,GS-5245,COVID-19,,,,,,,,
,GS-1720,HIV,,II,Integrase,,,,,
,GS-1219,HIV,,I,Integrase,,,,,
,GS-3242,HIV,,I,Integrase,,,,,
,GS-4571,T2D,,I,GLP-1R agonist,,,,,
,GS6615,"LQT3, Hypertrophic Cardiomyopathy, Vtach/Vfib",1,II,Late Sodium Current Inhibitor,?,,,,
,GS9667,diabetes/dyslipidemia,,I,partial A1 adenosine agonist,,,,,
,,,,,,,,,,
,,,,2006: Acquires Corus?,,,,,,
,,,,2/8/07: Discontinues GS9132.,,,,,,
,,,,February 23 2007: GS9137 integrase p2 interim data 24-week efficacy,,,,,,
,,,,"2007: GS9160, GS9224 discontinued.",,,,,,
,,,,9/2009: Submitted MAA to EMEA for Truvada+rilpivirine.,,,,,,
,,,,"6/2010: acquired private co CGI for $91m cash & $30m pot milestones, for small molecule inhibitors of spleen tyrosine kinase (Syk), lead preclinical compound for inflam diseases such as RA.",,,,,,
,,,,"12/10/2010: Discontinued GS9219: a nucleotide analogue for CLL, NHL, MM due to safety concerns.",,,,,,
,,,,12/23/2010: Acquires Arresto Biosciences.,,,,,,
,,,,Darusentan failed.,,,,,,
,,,,GS9190 and GS9191 discontinued.,,,,,,
,,,,GS9131/GS9148 unclear.,,,,,,
,,,,Cicletanine discontinued.,,,,,,
,,,,GS9256 (HCV protease) discontinued?,,,,,,
,,,,GS9260 (TLR7 agonist for HCV) discontinued?,,,,,,
,,,,"GS6620 and GS9669, Polymerase for HCV discontinued?",,,,,,
,,,,7/23/2010: Acquires Arresto Biosciences.,,,,,,
,,,,"GS9620, GS9260 (TLR-7 agonists) discontinued for HCV.",,,,,,
,,,,,,,,,,
,,,,6/2015: GS-5806 results expected.,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,8/4/22: MiroBio acquisition announcement for $405m.,,,,,,
,,,,,,,,,,
,,,,9/13/22: $20m donation,,,,,,
,,,,9/15/22: WHO expands recommendation for Veklury,,,,,,
