Main,Unnamed: 1,Unnamed: 2
,Brand Name,Cayston
,Generic Name,aztreonam lysine
,Indication,"Cystic Fibrosis related pulmonary infections - 30k CF in the US, 30k in EU."
,Mechanism,antibiotic against pseudomonas aeruginosa and Burkholderia cepacia gram negative bacteria
,Competition,"TOBI - inhalable tobramycin, Pulmozyme (inhalable dornase alfa), inhaled bronchodilators and steroids"
,,TOBI is poorly tolerated and susceptible to viral resistance
,Administration,Inhaled nebulizer which takes 3 minutes. TOBI is 20 minutes.
,Timeline,9/16/2008 PDUFA date. FDA requesting more studies. EMEA changed opinion in June 2009--expect approval 3 months thereafter.
,Clinical Trials,
,,
,,
,,AIR-CF2 Phase III study
,,n=247 cystic fibrosis patients with P. Aeruginosa infections.
,,Met primary endpoint: time to need for inhaled or IV antibiotics.
,,
,,AIR-CF1 Phase III study
,,75mg inhaled of Cayston vs placebo given for 28 days.
,,  QOL endpoint requested by FDA. 10 point difference was found. 5 points is considered clinical advantage.
,,"FEV1 improved significantly, similar to TOBI except in older patients."
,,cfq-r score was primary endpoint. 
,,
,,AIR-CF3
