Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Failures,,,,,,,,,,,,
,Brand Name,Generic Name,,Indication,Mechanism,Approval,Revenue,,,,,
,Arthrotec,,,,,,300m,,,,,
,Celebrex,celecoxib,,Arthritis,COX-2,1998-12-31 00:00:00,,,,,,
,Cleocin,,,,macrolide,,175m,,,,,
,Covera HS,,,,,,,,,,,
,Estring,,,,,,,,,,,
,Fablyn,,,,,,,,,,,
,Gelfilm,,,,,,,,,,,
,Lyrica,pregabalin,,"Epilepsy, Pain, FMS",GABA delta ligand,2014-12-30 00:00:00,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Brand Name,Generic Name,Status,Indication,Mechanism,Phase,Results,,,,,
,"PD-332,334",,,,,,,,,,,
,"S,S-reboxetine",,,,,,,,,,,
,,torcetrapib,,,,,,,,,,
,Exubera,,,,,,,,,,,
,PEG HGH?,,,,,,,,,,,
,"CP-607,366",,,,,,,,,,,
,PNU-108112,,,,,,,,,,,
,PNU-93914,,,,,,,,,,,
,VIC-ACNE,,,,,,,,,,,
,,,,,,,,,,,,
,Edotecarin,,,,,,,,,,,
,Camptosar,,,,,,,,,,,
,"CP-751,871",,,,,,,,,,,
,PF-514273,,,,,,,,,,,
,CE-326597,,,,,,,,,,,
,PF-3185043,,,,,,,,,,,
,CP-800569,,,,,,,,,,,
,PF-3392455,,,,,,,,,,,
,PF-277343,,,,,,,,,,,
,PF-04548043/KOS-2187,,,,,,,,,,,
,"CP-424,391 (capromorelin)",,,,,,,,,,,
,PF-885706,,,,,,,,,,,
,PF-708093,,,,,,,,,,,
,PF-4522625,,,,,,,,,,,
,PF-572778,,,,,,,,,,,
,PF-477736,,,,,,,,,,,
,PF-3814735,,,,,,,,,,,
,PF-562271,,,,,,,,,,,
,CVX-045,,,,,,,,,,,
,PF-337210,,,,,,,,,,,
,"PF-3,732,010",,,,,,,,,,,
,PF-04217903,,,,,,,,,,,
,UK 396082,,,,,,,,,,,
,SNX5422/PF-04929113,,,,,,,,,,,
,CP-870893,,,,,,,,,,,
,PF-3557156,,,,,,,,,,,
,CP-601927,,,,,,,,,,,
