Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,MOA,Indication,Phase,,,,,Price,5.71,
,soquelitinib ,ITK,"R/R PTCL, Hematological Malignancies",III,,,,,Shares,62.551281,Q224
,ciforadenant,A2A inhibitor,RCC,,,,,,MC,357.16781451,
,mupadolimab,,,,,,,,Cash,62.650000000000006,Q224
,CPI-182,,CXCR2,,,,,,Debt,0.0,Q224
,,,,,,,,,EV,294.51781451,
,,,,,,,,,,,
,,,,,,,,,PIC,397.255,
,,,,,,,,,AD,344.68,
,,,,,,,,,,,
,,,,,,,,,IPO: 2016,,
,,,,,,,,,Founded: 2014,,
