Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,2019-07-31 00:00:00,2020-07-31 00:00:00,2021-07-31 00:00:00,2022-07-31 00:00:00,2023-07-31 00:00:00,2024-07-31 00:00:00,2025-07-31 00:00:00,
,Bilings,,,,,7471.5,9194.4,10208.1,,
,,,,,,,,,,
,Product,,1096.2,1064.2,1120.3,1363.1,1578.4,1603.3,,
,Subscription,,1803.4,2344.2,3135.8,2539,3335.4,4188.5,,
,Support,,,,,1599.4,1978.9,2235.7,,
,Revenue,,2899.6000000000004,3408.3999999999996,4256.1,5501.5,6892.700000000001,8027.5,8830.25,
,COGS,,808.4,999.5,1274.9,1718.7,1909.7,2059.2,,
,Gross Profit,,2091.2000000000003,2408.8999999999996,2981.2000000000003,3782.8,4983.000000000001,5968.3,,
,R&D,,539.5,768.1,1140.4,1417.7,1604,1809.4,,
,S&M,,1344,1520.2,1753.8,2148.9,2544,2794.5,,
,G&A,,261.8,299.6,391.1,405,447.7,680.5,,
,Operating Expenses,,2145.3,2587.9,3285.2999999999997,3971.6000000000004,4595.7,5284.4,,
,Operating Income,,-54.09999999999991,-179.00000000000045,-304.09999999999945,-188.80000000000018,387.3000000000011,683.9000000000005,,
,Interest Income,,-83.9,-88.7,-163.3,-18.4,179,304.4,,
,Pretax Income,,-137.99999999999991,-267.70000000000044,-467.39999999999947,-207.2000000000002,566.3000000000011,988.3000000000005,,
,Taxes,,0,0,,0,126.2,0,,
,Net Income,,-137.99999999999991,-267.70000000000044,-467.39999999999947,-207.2000000000002,440.1000000000011,988.3000000000005,,
,EPS,,-1.4603174603174593,-2.7626418988648136,-4.848547717842318,-0.7009472259810561,1.285714285714289,2.7918079096045214,,
,Shares,,94.5,96.9,96.4,295.6,342.3,354,354,354.0
,,,,,,,,,,
,Revenue y/y,,,0.1754724789626152,0.24870907170519918,0.2926153050915157,0.2528764882304828,0.16463795029523975,0.10000000000000009,
,,,,,,,,,,
,Cash,,,,,,,6752,,
,AR,,,,,,,2618.6,,
,Financing Receivables,,,,,,,1908,,
,Deferred Contract Costs,,,,,,,931,,
,Prepaid Expenses,,,,,,,557.4,,
,PP&E,,,,,,,361.1,,
,Lease,,,,,,,385.9,,
,Goodwill,,,,,,,3725,,
,DTA,,,,,,,2399,,
,Other Assets,,,,,,,352.9,,
,Assets,,,,,,,19990.9,,
,,,,,,,,,,
,AP,,,,,,,116.3,,
,Compensation,,,,,,,554.7,,
,AL,,,,,,,506.7,,
,DR,,,,,,,11480.5,,
,Notes,,,,,,,963.9,,
,DT,,,,,,,387.7,,
,Lease,,,,,,,380.5,,
,OLTL,,,,,,,430.9,,
,SE,,,,,,,5169.7,,
,L+SE,,,,,,,19990.9,,
,,,,,,,,,,
,Model NI,,,,,-207.2000000000002,440.1000000000011,988.3000000000005,,
,Reported NI,,,,,-267,439.7,2577.6,,
,SBC,,,,,1011.1,1074.5,1075.4,,
,DT,,,,,-3.1,12.5,-2033.7,,
,D&A,,,,,282.6,282.2,283.3,,
,Contract,,,,,362.1,413.4,446,,
,Debt Issuance,,,,,7.2,6.7,3.5,,
,Lease,,,,,54.4,49.9,55.3,,
,Amortization,,,,,13.5,-52.2,-60.1,,
,WC,,,,,523.8999999999999,550.8,910.3,,
,CFFO,,1055.6,1035.7,1503,1984.7,2777.5,3257.6000000000004,3909.1200000000003,
,,,,,,,,,,
,Investments,,,,,-703.5999999999997,-1683,-742.5000000000005,,
,Acquisitions,,,,,-37,-204.5,-610.6,,
,CapEx,,-131.2,-214.4,-116,-192.8,-146.3,-156.8,,
,CFFI,,-131.2,-214.4,-116,-933.3999999999996,-2033.8,-1509.9000000000003,,
,,,,,,,,,,
,Debt,,,,,-0.6,-1692,-1033.7,,
,Buybacks,,,,,-892.3,-272.7,-566.7,,
,ESOP,,,,,86.3,238.4,257.29999999999995,,
,CFFF,,,,,-806.6,-1726.3,-1343.1000000000001,,
,,,,,,,,,,
,FCF,,924.3999999999999,821.3000000000001,1387,1791.9,2631.2,3100.8,,
