Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,10123822,"Medical instrument, and coupling mechanism for connecting two structural parts of a medical instrument",,,,,,
,10123821,Scope and magnetic introducer systems and methods,,,,,,
,10123820,Grid and rotatable cube guide localization fixture for biopsy device,,,,,,
,10123819,Multi-piece dermatome body,,,,,,
,10123818,Buttonhole tool,,,,,,
,10123817,Rotational atherectomy device with a system of eccentric abrading heads,,,,,,
,10123816,Arthroendoscopical surgical method using ultrasonic treatment tool,,,,,,
,10123815,Surgical knife,,,,,,
,10123814,Infusion catheter and method of use,,,,,,
,10123813,Drill guide,,,,,,
,10123812,3-D femur orthopedic drill guide,,,,,,
,10123811,Anatomic femoral guide,,,,,,
,10123810,Medical instrument set and method of use for treating bony aberrations of the calcaneus,,,,,,
,10123809,System for use in treatment of vertebral fractures,,,,,,
,10123808,"Surgical, torque transferring instrument including associated tool",,,,,,
,10123807,Adaptive surface surgical guiding apparatuses including stability and/or verification elements,,,,,,
,10123806,Control apparatus and control system for a tourniquet device,,,,,,
,10123805,Space filling devices,,,,,,
,10123804,Vascular remodeling device,,,,,,
,10123803,Methods of managing neurovascular obstructions,,,,,,
,10123802,Delivery and detachment systems and methods for vascular implants,,,,,,
,10123801,Means to prevent wound dressings from adhering to closure device,,,,,,
,10123800,Surgical incision and closure apparatus with integrated force distribution,,,,,,
,10123799,"Adapter assembly for interconnecting electromechanical surgical devices and surgical loading units, and surgical systems thereof",,,,,,
,10123798,Tissue thickness compensator comprising controlled release and expansion,,,,,,
,10123797,Surgical fastener applying apparatus,,,,,,
,10123796,Medical implant delivery system and related methods,,,,,,
,10123795,Minimally invasive surgical technique to perform vaginal ostioplastic and anus tightening,,,,,,
,10123794,Method and apparatus for passing suture through tissue,,,,,,
,10123793,Method and apparatus for re-attaching the labrum to the acetabulum including the provision and use of a novel suture anchor system,,,,,,
,10123792,Soft tissue fixation devices and methods,,,,,,
,10123791,Lighted polyhedral retractor,,,,,,
,10123790,Device for reducing the retraction of a fascia or a soft tissue mantle in an open soft tissue defect,,,,,,
,10123789,Variable compressible wound closure device and method,,,,,,
,10123788,Deployment catheter,,,,,,
,10123787,Combination introducer and stylet,,,,,,
,10123786,Bone marrow harvesting device,,,,,,
,10123785,Container and cap for a biological specimen,,,,,,
,10123784,In situ specimen collection receptacle in a toilet and being in communication with a spectral analyzer,,,,,,
,10123783,Apparatus and methods for disinfection of a specimen container,,,,,,
,10123782,Integrated system for ultrasound imaging and therapy using per-pixel switches,,,,,,
,10123781,Automated segmentation of tri-plane images for real time ultrasonic imaging,,,,,,
,10123780,"Medical image diagnosis apparatus, image processing apparatus, and image processing method",,,,,,
,10123779,Method and apparatus for generating ultrasound image having enhanced quality,,,,,,
,10123778,Diagnosis aiding apparatus and method to provide diagnosis information and diagnosis system thereof,,,,,,
,10123777,Ultrasound diagnosis apparatus and ultrasound probe,,,,,,
,10123776,"Ultrasonic probe, connection component for array elements and ultrasonic imaging system thereof",,,,,,
,10123775,"Transducer with protective layer and associated devices, systems, and methods",,,,,,
,10123774,Ultrasonic probe,,,,,,
,10123773,Remotely controlled echographic apparatus,,,,,,
,10123772,"Ultrasonic data acquisition apparatus, system and control method thereof",,,,,,
,10123771,Ultrasound medical apparatus and ultrasound diagnosis apparatus,,,,,,
,10123770,Patient support system,,,,,,
,10123769,Ultrasound diagnostic apparatus and data processing method,,,,,,
,10123768,MRI compatible 3-D intracardiac echography catheter and system,,,,,,
,10123767,Ultrasonic guidance of multiple invasive devices in three dimensions,,,,,,
,10123766,Ultrasound stylet,,,,,,
,10123765,Ultrasound probe and ultrasound diagnostic apparatus,,,,,,
,10123764,Vibro-acoustic transducer,,,,,,
,10123763,X-ray CT system,,,,,,
,10123762,System and method for adjusting dental X-ray exposure,,,,,,
,10123761,Device and method for spatiotemporal reconstruction of a moving vascular pulse wave in the brain and other organs,,,,,,
,10123760,Method and system for the reconstruction of planning images,,,,,,
,10123759,"Systems, compositions, and methods for local imaging and treatment of pain",,,,,,
,10123758,Methods and systems for determining breast density,,,,,,
,10123757,"Image-processing device, radiation image capture system, image-processing method, and computer-readable storage medium",,,,,,
,10123756,Single source dual energy having two filters for X-ray spectrum differentiation in the case of radiator screens having slotted plates,,,,,,
,10123755,Reducing incremental measurement sensor error,,,,,,
,10123754,"Wrappable sterile radiation shield drape, combination of a radiation shield and sterile drape therefor and method of providing a sterile drape about a radiation shield",,,,,,
,10123753,Haptic feedback and interface systems for reproducing internal body sounds,,,,,,
,10123752,Displays for a medical device,,,,,,
,10123751,"Systems and devices for motion tracking, assessment, and monitoring and methods of use thereof",,,,,,
,10123750,Methods and devices for predicting and/or detecting seizures,,,,,,
,10123749,"Blood sugar level prediction device, measurement device, blood sugar level prediction method and computer-readable storage medium",,,,,,
,10123748,Active patient risk prediction,,,,,,
,10123747,Retinal scan processing for diagnosis of a subject,,,,,,
,10123746,Accuracy of heart rate estimation from photoplethysmographic (PPG) signals,,,,,,
,10123745,Apparatus and method for cardiac signal noise detection and disposition based on physiologic relevance,,,,,,
,10123744,Biosensor,,,,,,
,10123743,"Mobile device, activity calculation system, and control method and control program of mobile device",,,,,,
,10123742,Methods and devices combining multiple cardiac rate measurements with interval correction and arrhythmia decision bypass,,,,,,
,10123741,Cardiac condition detection,,,,,,
,10123740,Wearable action-aware device,,,,,,
,10123739,"Subject motion monitoring, temperature monitoring, data gathering and analytics system and method",,,,,,
,10123738,Methods and apparatus for skin color patient monitoring,,,,,,
,10123737,Systems and methods for treating a psychiatric disorder,,,,,,
,10123736,Method and apparatus for monitoring compliance with physical therapy regimes,,,,,,
,10123735,Electronic device for determining sleep state and method of controlling same,,,,,,
,10123734,Appliance for people with reduced sense of touch or disabled people,,,,,,
,10123733,Skin elasticity measurement,,,,,,
,10123732,Apparatus and method for measuring biologic parameters,,,,,,
,10123731,Wireless sensors for nerve integrity monitoring systems,,,,,,
,10123730,Method and system for determining the fitness index of a person,,,,,,
,10123729,Alarm fatigue management systems and methods,,,,,,
,10123728,Catheter connection and stabilization device and methods of using same,,,,,,
,10123727,Passive detection of pulse,,,,,,
,10123726,Configurable physiological measurement system,,,,,,
,10123725,Hearing prosthesis efficacy altering and/or forecasting techniques,,,,,,
,10123724,Breath volume monitoring system and method,,,,,,
,10123723,Air line protection coupling for a catheter,,,,,,
,10123722,Body-worn monitor for measuring respiration rate,,,,,,
,10123721,Determination of physiological parameters of tissue from dynamic contrast-enhanced MR data,,,,,,
,10123720,Retrospectively correlated turbo spin echo imaging,,,,,,
,10123719,Eyewear,,,,,,
,10123718,"Methods, systems, and assemblies for measuring bioelectrical signals of intra-abdominal organs",,,,,,
,10123717,Multimodal brain sensing lead,,,,,,
,10123716,Adaptive selection of digital egg filter,,,,,,
,10123715,Methods and systems for automatically identifying detection parameters for an implantable medical device,,,,,,
,10123714,Magnetic measurement apparatus,,,,,,
,10123713,Patient data sensor device,,,,,,
,10123712,Anastomosis leak testing apparatus,,,,,,
,10123711,Heart rate and blood oxygen monitoring system,,,,,,
,10123710,Optical pulse-rate sensor pillow assembly,,,,,,
,10123709,"Pulse wave measurement device, pulse wave measurement system and signal processing method",,,,,,
,10123708,System for facilitating the measurement of blood pressure and method of measuring blood pressure utilizing the system,,,,,,
,10123707,Optoacoustic image mapping of tissue temperature,,,,,,
,10123706,Intraoral scanner with dental diagnostics capabilities,,,,,,
,10123705,"Deep optical imaging of tissue with less scattering in the second, third and fourth NIR spectral windows using supercontinuum and other laser coherent light sources",,,,,,
,10123704,Method and system for dual-band active thermal imaging using multi-frequency currents,,,,,,
,10123703,Health monitoring apparatus with wireless capabilities for initiating a patient treatment with the aid of a digital computer,,,,,,
,10123702,Patient monitoring system,,,,,,
,10123701,Intraocular pressure detecting device and detecting method thereof,,,,,,
,10123700,Ophthalmic apparatus and alignment method for ophthalmic apparatus,,,,,,
,10123699,Ophthalmologic apparatus and imaging method,,,,,,
,10123698,"Ophthalmic apparatus, information processing method, and storage medium",,,,,,
,10123697,Apparatus and method for automatic alignment in an optical system and applications,,,,,,
,10123696,Confocal laser eye surgery system,,,,,,
,10123695,Diagnosis supporting device and method of supporting diagnosis,,,,,,
,10123694,Optical measurement device and optical measurement system,,,,,,
,10123693,Quantification of inter-ocular suppression in binocular vision impairment,,,,,,
,10123692,Ophthalmologic apparatus and control method therefor,,,,,,
,10123691,Methods and systems for automatically identifying the Schwalbe's line,,,,,,
,10123690,System and method for measuring dysphotopsia,,,,,,
,10123689,Systems and methods for retinal layer segmentation in OCT imaging and OCT angiography,,,,,,
,10123688,"Information processing apparatus, operation method thereof, and computer program",,,,,,
,10123687,Method for optimizing the selection of the IOL to be implanted in an eye,,,,,,
,10123686,Drowsiness detection method and system for determining the degree of eye opening and closure,,,,,,
,10123685,Apparatus and method to illuminate and orient guidewire,,,,,,
,10123684,System and method for processing video images generated by a multiple viewing elements endoscope,,,,,,
,10123683,Variably flexible insertion device and method for variably flexing an insertion device,,,,,,
,10123682,Articulating torqueable hollow device,,,,,,
,10123681,Endoscope insertion shape observation apparatus having a controller to drive bending of insertion portion of endoscope,,,,,,
,10123680,"Operation control system of capsule type endoscope, and capsule type endoscope system comprising same",,,,,,
,10123679,Device for cleaning and disinfecting footwear,Consumer,,,,,
,10123678,Rack assembly for a dishwasher appliance,Consumer,,,,,
,10123677,Dishwasher with a pivot system for a dish rack,Consumer,,,,,
,10123676,Warewash machine with automated drain and fill,,,,,,
,10123675,Torsion wringer,,,,,,
,10123674,Cognitive vacuum cleaner with learning and cohort classification,,,,,,
,10123673,Dust collecting apparatus,,,,,,
,10123672,Vacuum cleaner,,,,,,
,10123671,Hand-held pneumatic vacuum,,,,,,
,10123670,Manufacturing byproduct collection systems and methods,,,,,,
,10123669,Multi-purpose toilet footrest,,,,,,
,10123668,Portable toilet,,,,,,
,10123667,Household tissue case,Consumer,,,,,
,10123666,System and method for reducing waste using a sheet product dispenser,,,,,,
,10123665,Electronic residential tissue dispenser,Consumer,,,,,
,10123664,Mounting system for accessory,,,,,,
,10123663,Method for manufacturing a sponge with inner soap capsule,Consumer,,,,,
,10123662,One-piece foam construct,,,,,,
,10123661,Tamper-proof and ligation resistant dispenser for liquids,,,,,,
,10123660,Shower door assembly,,,,,,
,10123659,Rotary switch valve and shower group with rotary switch valve,,,,,,
,10123658,Collapsible grab bars for bath tubs and/or showers,,,,,,
,10123657,Capped rim system for a bathtub,,,,,,
,10123656,Three-dimensional stirring/mixing utensils,,,,,,
,10123655,Thermos flask,,,,,,
,10123654,Apparatus for cooking food products including a detachable plate,,,,,,
,10123653,"Three wire, wire chafing stand",,,,,,
,10123652,Method of operating a tankless beverage brewing apparatus,,,,,,
,10123651,Coffee maker with moving water dispersion,,,,,,
,10123650,Vacuum coffee maker with magnetic coupling system,,,,,,
,10123649,System and methods for dispensing hot beverages,,,,,,
,10123648,System and method for cooking,,,,,,
,10123647,Apparatus to adjustably and removably attach a pair of curtain rod retainers to the head rail of a window blind and to adjust for different heights of a head rail,,,,,,
,10123646,"Christmas tree stand with built-in tarp, apparatus and method of use",,,,,,
,10123645,Hanger device and key holder,,,,,,
,10123644,Glove dispensing apparatus and glove cartridge for use therewith and glove dispensing method,,,,,,
,10123643,Lapel support,,,,,,
,10123642,Handheld hydration holder,,,,,,
,10123641,Reusable foldable drinking straw in storage case,,,,,,
,10123640,Cover for outdoor furniture,,,,,,
,10123639,Pillow and method for use with assisted breathing masks,,,,,,
,10123638,Pillow,,,,,,
,10123637,Illuminating merchandise displayed at a display and dispensing apparatus,,,,,,
,10123636,Merchandise display system,,,,,,
,10123635,Shelf with automatically erecting support structure,,,,,,
,10123634,Display unit configured for quick assembly,,,,,,
,10123633,Refrigerated display case,,,,,,
,10123632,Multifunctional portable seat cover kit,,,,,,
,10123631,"Operating system for, and a method of, operating an article of furniture",,,,,,
,10123630,Single cover passive mattress spinner,,,,,,
,10123629,Foldable supporting frames,,,,,,
,10123628,Blower unit,,,,,,
,10123627,Article of furniture,,,,,,
,10123626,"Manual operating unit, manual operating system, furniture control system, bed and armchair",,,,,,
,10123625,"Reversible headrest tilt, lumbar mechanism",,,,,,
,10123624,Chair with variable positioning and support,,,,,,
,10123623,Modular furniture assembly with dual couplers,,,,,,
,10123622,Barber chair with auxiliary seat,,,,,,
,10123621,Furniture system recliner assembly with sled rails,,,,,,
,10123620,Reclining and ottoman-extending chair mechanism,,,,,,
,10123619,Canvas holding assembly,,,,,,
,10123618,Household appliance,,,,,,
,10123617,Shelf for storage racks,,,,,,
,10123616,Tall cabinet quick release structure,,,,,,
,10123615,Modular storage unit,,,,,,
,10123614,Concealed shelf,,,,,,
,10123613,Height adjustable table,,,,,,
,10123612,Retractable support member,,,,,,
,10123611,Container for oral care tools and method of assembly and use,,,,,,
,10123610,Force-sensing toothbrush,,,,,,
,10123609,Replacement brush head for an electric toothbrush,,,,,,
,10123608,Wearable band including magnets,,,,,,
,10123607,Wearable liquid dispenser,,,,,,
,10123606,Container for removably retaining a razor cartridge with razorblades including a zinc strip and a central stabilizer with a tab and wings to provide an evenly distributed downward force in the direction of the zinc strip,,,,,,
,10123605,Hair cutting device,,,,,,
,10123604,Lighting devices for purses and bags,,,,,,
,10123603,Diffuse fiber optic lighting for luggage,,,,,,
,10123602,Baggage item with corner reinforcement,,,,,,
,10123601,Laptop bag incorporated luggage,,,,,,
,10123600,Pumpkin-shaped travel bag assembly,,,,,,
,10123599,Luggage bag with organizer,,,,,,
,10123598,Portable work surface system for carry-on cases,,,,,,
,10123597,Vertical luggage,,,,,,
,10123596,Adjustable wallet,,,,,,
,10123595,Interchangeable jewelry setting system,,,,,,
,10123594,Slider elements for articles of jewelry,,,,,,
,10123593,Consumer product attachment systems having a locking assembly,,,,,,
,10123592,Strap secured attachment providing load support and/or anti abrading protection of an article supporting sling,,,,,,
,10123591,Safety buckle with provision for emergency release,,,,,,
,10123590,System and assembly for securing a buckle housing to a component,,,,,,
,10123589,Reel based lacing system,Apparel,,,,,
,10123588,Footwear ground engaging members having concave portions,Apparel,,,,,
,10123587,Adjustable bladder system for an article of footwear,Apparel,,,,,
,10123586,Independently movable sole structure,Apparel,,,,,
,10123585,Sole for a shoe,Apparel,,,,,
,10123584,Adjustable sole support system,Apparel,,,,,
,10123583,Athletic performance monitoring systems and methods in a team sports environment,,,,,,
,10123582,Flexible impact sensor for use with a headpiece,,,,,,
,10123581,Eyewear retainer,Apparel,,,,,
,10123580,Article of apparel incorporating a zoned modifiable textile structure,,,,,,
,10123579,Kit and method for facilitating tying a tie,,,,,,
,10123578,Multi-purpose glove,,,,,,
,10123577,Nursing cover and infinity scarf,,,,,,
,10123576,Wetsuit with arms-up construction and method of making same,,,,,,
,10123575,Bra with support portions,,,,,,
,10123574,Multi-sized wireless push-up brassiere,,,,,,
,10123573,Abdominal-restraint garment and methods of assembling the same,,,,,,
,10123572,Thermal shield for a newborn infant,,,,,,
,10123571,Clothing fashioned to facilitate finding a partner in public for strap-on sex,,,,,,
,10123570,Electronic vaping devices,,,,,,
,10123569,Electronic cigarette,,,,,,
,10123568,Vaporizers having multiple heating elements and electronic cigarettes having the same,,,,,,
,10123567,Electronic smoking articles,,,,,,
,10123566,Electronic cigarette,,,,,,
,10123565,Information interaction method and information interaction system,,,,,,
,10123564,Electronic vapor devices configured to dispense colored vapor,,,,,,
,10123563,Portable humidity control device with a separate compartment for humidity control materials,,,,,,
,10123562,Equipment for insertion of objects into smoking articles,,,,,,
,10123561,Method of forming smoking articles with mouth end cavities,,,,,,
,10123560,Tobacco substrate,,,,,,
,10123559,Ozone rain pan,,,,,,
,10123558,"Leuconostoc citreum and fermented foods using the same as a starter, and compositions thereof",Food,,,,,
,10123557,Thermal process control,,,,,,
,10123556,Method for cooking food using steam,,,,,,
,10123555,"Method, apparatus and system for producing a food product",Food,,,,,
,10123554,Method for manufacturing a feed product,Animal,,,,,
,10123553,Machine and method for making liquid or semi-liquid products,,,,,,
,10123552,"Sealed pack of ingredients for an individual smoothie, and associated methods and apparatuses",Food,,,,,
,10123551,System and method for the preparation of cooled edible products,Food,,,,,
,10123550,Method for manufacturing confectionery shells,Food,,,,,
,10123549,Method for manufacturing an embossed decorative element and confectionary article with an embossed decorative element,,,,,,
,10123548,Anti-oxidation frying device,,,,,,
,10123547,Synergistic fermentation of Lactobacillus rhamnosus and Lactobacillus paracasei subsp paracasei,Agriculture,,,,,
,10123546,Shell egg pasteurizer with automated clean-in-place system,Agriculture,,,,,
,10123545,"Method, processing device and processing line for mechanically processing an organ or organs taken out from slaughtered poultry",Agriculture,,,,,
,10123544,Tool for removal of meat pieces such as tenderloin from a carcass,Agriculture,,,,,
,10123543,Bypass circuit and wipe technique for contactor used to operate solid state relays that control heating elements,,,,,,
,10123542,Compositions and methods to increase plant yield,Agriculture,,,,,
,10123541,"Biocidal mixture, use of biocidal mixture and compositions comprising a biocidal mixture",,,,,,
,10123540,Disinfectant material,,,,,,
,10123539,Bromate suppression,,,,,,
,10123538,Glyphosate salt herbicidal composition,Agriculture,,,,,
,10123537,"Amide compound or salt thereof, agricultural and horticultural insecticide and microbicide comprising the compound, and method for using the insecticide and microbicide",Agriculture,,,,,
,10123536,Fungicidal composition comprising a pyridylethylbenzamide derivative and a compound capable of inhibiting the ergosterol biosynthesis,Agriculture,,,,,
,10123535,Compositions and methods for improving post-harvest properties of agricultural crops,Agriculture,,,,,
,10123534,Composition for detection and treatment of bed bugs,Animal,,,,,
,10123533,Nitrogen containing surfactants for agricultural use,Agriculture,,,,,
,10123532,Spray drift reduction agents comprising low hydrophilic-lipophilic balance surfactants,Agriculture,,,,,
,10123531,Granular plant control composition,Agriculture,,,,,
,10123530,"Method for treating blood, blood products and organs",,,,,,
,10123529,Compounds for protection of cells,,,,,,
,10123528,Erythrocyte preservation method,,,,,,
,10123527,Winch pole for use on an ATV,,,,,,
,10123526,Mouse and rodent trap,,,,,,
,10123525,Aquatic plant treatment method and apparatus with flotation containment chamber,,,,,,
,10123524,Active system for optimization and plugging avoidance of seed/fertilizer in transport conducts,,,,,,
,10123523,Corner insect trap,,,,,,
,10123522,Insect pest monitor and product transfer station,,,,,,
,10123521,Systems and methods for automated fish culling,,,,,,
,10123520,Jig head,,,,,,
,10123519,Torsion spring fish hook,,,,,,
,10123518,Genetically modified non-human animals and methods of use thereof,,,,,,
,10123517,Immune competent models of human disease,,,,,,
,10123516,Aquaculture rearing enclosure and circulation induction system,Animal,,,,,
,10123515,Aquarium bacteria management device,Animal,,,,,
,10123514,Pet retention device,Animal,,,,,
,10123513,Calf weaning assembly,Agriculture,,,,,
,10123512,Assembled pet framework made of paper,,,,,,
,10123511,,,,,,,
,10123510,Animal training system,Agriculture,,,,,
,10123509,Dynamic canine tracking method for hazardous and illicit substances,Agriculture,,,,,
,10123508,Apparatus for measuring amount of feed using weight sensor,Agriculture,,,,,
,10123507,Animal feeder,Agriculture,,,,,
,10123506,Arrangement for milking animals,Agriculture,,,,,
,10123505,Milk pump device and method for displacing an amount of milk,Agriculture,,,,,
,10123504,Maize inbred PH443D,Agriculture,,,,,
,10123503,Maize inbred PH40Y2,Agriculture,,,,,
,10123502,Lettuce varieties,Agriculture,,,,,
,10123501,Soybean variety 01064722,Agriculture,,,,,
,10123500,Inbred corn line 7MMSM0012,Agriculture,,,,,
,10123499,Maize hybrid X08K189,Agriculture,,,,,
,10123498,"Method of plant genome design, method of creating new cultivar and new cultivar",Agriculture,,,,,
,10123497,Hybrid melon variety 34-742 RZ,Agriculture,,,,,
,10123496,Lepidium plant named ‘Dlepvergi’,Agriculture,,,,,
,10123495,Controlled system for supporting algae growth with adsorbed carbon dioxide,Agriculture,,,,,
,10123494,"Growth device for crop, use of such a device, and a series of growth devices",Agriculture,,,,,
,10123493,Intelligent environmental sensor for irrigation systems,Agriculture,,,,,
,10123492,Center pivot irrigation system with variable application of water under the corner arm,Agriculture,,,,,
,10123491,Aeroponics system with microfluidic die and sensors for feedback control,Agriculture,,,,,
,10123490,Bottomless in-ground water conservation and contamination prevention garden-plant watering-well,Agriculture,,,,,
,10123489,Plant growth system and method for controlling plant growth,Agriculture,,,,,
,10123488,Variable rate discharge system for crop accumulator,Agriculture,,,,,
,10123487,Clean grain elevator paddles for a combine harvester,Agriculture,,,,,
,10123486,Frame for agricultural harvester cleaner,Agriculture,,,,,
,10123485,Tapered vane for agricultural harvester transition cone,Agriculture,,,,,
,10123484,Adjustable vanes for use in a cylindrical rotor cage of an agricultural harvester,Agriculture,,,,,
,10123483,Threshing drum,Agriculture,,,,,
,10123482,Corn header having an air flow generating cutting blade for an agricultural harvester,Agriculture,,,,,
,10123481,"Swather with a single or double raking frame, device for arms with wheel rakes and corresponding wheel rakes",,,,,,
,10123480,System and method for converting cutting and gathering system of a corn head,,,,,,
,10123479,Quick change lawn mower blades,,,,,,
,10123478,Walk power mower with biased handle,,,,,,
,10123477,String trimmer line holder device and system,,,,,,
,10123476,,,,,,,
,10123475,System and method for automatically monitoring soil surface roughness,,,,,,
,10123474,System and method for controlling machinery for randomizing and replicating predetermined agronomic input levels,,,,,,
,10123473,Robotic platform and method for performing multiple functions in agricultural systems,,,,,,
,10123472,Position aided inertial navigation system for a farming implement not requiring an additional GNSS receiver,,,,,,
,10123471,Gimbal for connecting implements to a tow vehicle,,,,,,
,10123470,Electronic component mounting system and electronic component mounting method,,,,,,
,10123469,"Substrate process system, process procedure optimization program, and program for determining number of process machines",,,,,,
,10123468,Electronic component supply apparatus,,,,,,
,10123467,"Magnetic field shielding sheet for a wireless charger, method for manufacturing same, and receiving apparatus for a wireless charger using the sheet",,,,,,
,10123466,Electrically and thermally conductive planar interface gasket with deformable fingers,,,,,,
,10123465,Power-module assembly,,,,,,
,10123464,Heat dissipating system,,,,,,
,10123463,"Liquid submerged, horizontal computer server rack and systems and method of cooling such a server rack",,,,,,
,10123462,Ducted exhaust equipment enclosure,,,,,,
,10123461,Cooling electronic devices in a data center with cooling units mounted in bays of a server rack frame assembly,,,,,,
,10123460,System and method for thermal management of electronic devices,,,,,,
,10123459,Thermal Module,,,,,,
,10123458,Electrical switch and mounting assembly therefor,,,,,,
,10123457,Cooling apparatus and electronic device,,,,,,
,10123456,Phase change material heat sink using additive manufacturing and method,,,,,,
,10123455,,,,,,,
,10123454,,,,,,,
,10123453,,,,,,,
,10123452,,,,,,,
,10123451,,,,,,,
,10123450,,,,,,,
