Main,Unnamed: 1,Unnamed: 2,Unnamed: 3
,Brand Name,Avastin,
,Generic Name,bevacizumab,
,Indication,"1L mCRC, 2L mCRC, 1L mNSCLC, 1L mBC, 1L mRCC.",
,,11/09: EMEA rejects for GBM.,
,Timeline,March 2007: Europe approval of Avastin in mBC.,
,,February 2008: US approval of Avastin in mBC.,
,Economics,PDLI royalty.,
,Mechanism,VEGF recombinant humanized monoclonal antibody.,
,Competition,CT-322,
,Safety,"High thromboembolism, GI tract perforation, neutropenia, pulmonary hemorrhage, hypertension and impairment of wound healing.",
,Papers,Risk of Venous Thromboembolism with the angiogenesis inhibitor bevacizumab in cancer patients: a meta-analysis. Nalluri et al. JAMA 2008;300(19):2277-2285.,
,,"Chemotherapy, bevacizumab, and cetuximab in metastatic colorectal cancer. Tol et al. NEJM 2009;360:563-72.",
,,Paclitaxel plus bevacizumab versus paclitaxel alone for metastatic breast cancer. Miller et al. NEJM 2007;357:2666-76.,
,,"Bevacizumab plus interferon alfa-2a for treatment of metastatic renal cell carcinoma: a randomized, double-blind phase III trial. Escudier et al. Lancet 2007;370:2103-11.",
,,Paclitaxel-Carboplatin alone or with bevacizumab for NSCLC. Sandler et al. NEJM 2006;355:2542-50.,
,,Current perspective: bevacizumab in colorectal cancer - a time for reappraisal? Okines et al. Eu J of Cancer 45(2009);2452-2461.,
,,"Bevacizumab plus irinotecan, fluorouracil and leucovorin for metastatic colorectal cancer. Hurwitz et al. NEJM 2004;350:2335-42.",
,Clinical Trials,,
,,Phase III AVANT - adjuvant CRC n=3500 from 12/04-6/07. Data in 2010.,
,,"FOLFOX vs FOLFOX+Avastin with Avastin maintenance for 5.5m, Xelox+Avastin with Avastin maintenance for 5.5m.",
,,DFS primary.,
,,,
,,Phase III AVAGAST - 1L advanced gastric cancer - Data in 2010,
,,Failed but showed trends,
,,,
,,Phase III GOG-0218 - 1L mOC - Data in 2010,
,,Avastin+Chemo+Maintenance Avastin had S.S. improvement in PFS vs chemo alone vs chemo+avastin.,
,,"14.1 months vs. 10.3, HR=0.72.",
,,,
,,,
,,Phase III ICON-7 - 1L mOC - Data in 2010,
,,Phase III CALGB-90401 - 1L mHRPC - Data in 2010. - Failed with worse mortality.,
,,,
,,"Phase III ""C08"" - adjuvant CRC - FAILED n=2710",
,,"1-year of beva treatment, 40% event reduction at one year. HR=0.6, p=0.0004.",
,,"77.4% alive at the end of 3 years versus 75.5% for chemo. HR=0.89, p=0.15.",
,,,
,,"Phase III 1L mBC ""AVADO"" - Taxotere +- Avastin - ASCO 2008",
,,64% improvement in PFS (HR=0.61) in 15mg/kg.,
,,45% improvement in PFS (HR=0.69) in 7.5mg/kg.,
,,"83%, 78% and 73% were alive in 15mg, 7.5mg and placebo.",
,,Survival crossed.,
,,,
,,"Phase III 1L mBC ""E2100"" - Paclitaxel+-Avastin n=722 from 12/01 to 5/04. NEJM 2009, Miller et al.",
,,11.8m PFS vs. 5.9m for chemo alone.,
,,Failed to meet OS endpoint: 26.7m vs 25.2m.,
,,,
,,"Phase III mCRC ""BEAT - Bevacizumab Expanded Access Trial"" community-setting study n=2000",
,,22.7m mOS.,
,,,
,,"Phase III mCRC ""BRITE"" community-setting study",
,,23.5m mOS.,
,,,
,,"Phase III mNSCLC ""SAIL"" community-setting study",
,,"7.8m TTP, 14.6m OS.",
,,,
,,"Phase III mNSCLC ""ARIES"" community-setting study",
,,"Phase III mBC ""ATHENA"" community-setting study",
,,,
,,"Phase III ""CAIRO2"" CapeOxBeva+-Cetuximab n=755 1L mCRC. Tol et al NEJM 2009",
,,10.7m mPFS for triplet vs 9.4-9.8m mPFS for quadruplet.,
,,20.4m mOS for triplet vs 20.3m mOS for quadruplet.,
,,,
,,"Phase III 1L mNSCLC ""AVAIL"" Gem+Cis+Low-Dose Avastin vs High-Dose Avastin",
,,PFS met primary endpoint while OS failed.,
,,,
,,"Phase III ""ECOG 4599"" n=878 1L mNSCLC Carbo+Tax+-Avastin Sandler et al NEJM 2006 (7/01-4/04)",
,,12.3m mOS versus 10.3m mOS for chemotherapy alone.,
,,6.2m mPFS versus 4.5m mPFS for chemotherapy alone.,
,,4.4% significant bleeding versus 0.7%.,
,,,
,,"Phase III ""E5103"" n=3439/4950 enrollment halted due to CHF Avastin+Chemo in aBC",
,,6 patients out of first 200 developed CHF.,
