Main,Unnamed: 1,Unnamed: 2
,Brand Name,Forxiga
,Generic Name,dapagliflozin
,Economics,AZN
,Mechanism,SGLT2 inhibitor - blocks glucose reabsorption in the kidney. Class plagued by UTIs. Dapa also has cancer signal: 0.4% of women got breast cancer versus 0.1% in placebo.
,Timeline,"4/19/12 EMEA summary of opinion positive. FDA gave CRL, AdCom voted 6-9 for approval based on safety issues."
,Safety,Liver toxicity
,,9 breast cancer (0.4% of women) versus 0.0% or 0.1% in placebo.
,,"7 bladder cancer cases versus 0 in control. 207/100,000 for dapa versus 53/100,000 for placebo."
,Clinical Trials,
,,Phase III metformin add-on - To be presented at EASD (September 2009)
,,24-week placebo-subtracted decline -0.4 to -0.5%. S.S. decreases in weight.
,,Genital fungal infections higher.
,,
,,Phase IIB 12-week study vs metformin
,,A1C reductions similar to metformin.
,,
,,Phase IIB 12-week add-on study vs control
,,-0.6 to -0.7% reduction in A1C after 12 weeks versus +0.1% for control.
,,4.4kg weight loss versus 1.9kg for control.
,,"n=71 in each arm, large # of genital tract infections."
