Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,Atripla,Truvada,Viread,Hepsera,Ranexa,Letairis
,2007-2,,,,,,
,2007-3,,,,,,
,2007-4,,,,,,
,2007-5,,,,,,
,2007-6,,,,,,
,2007-7,,,,,,
,2007-8,,,,,,
,2007-9,,,,,,
,2007-10,92000,78000,25000,,,
,2007-11,91000,77000,24000,,,
,2007-12,,,,,,
,2008-1,,,,,,
,2008-2,,,,,,
,2008-3,,,,,,
,2008-4,,,,,,
,2008-5,,,,,,
,2008-6,,,,,,
,2008-7,,,,,,
,2008-8,,,,,,
,2008-9,,,,,,
,2008-10,,,,,,
,2008-11,,,,,,
,2008-12,,,,,,
,2009-01,127900,94900,24200,10200,10400,900
,2009-02,136800,96900,24500,9200,10600,1100
,2009-03,164300,123500,32000,12200,13900,1500
,2009-04,125900,97500,25600,9200,11700,1200
,2009-05,131300,101100,26200,8900,12200,1200
