Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,AMG193,pancreatic cancer,PRMT5 inhibitor,,II,,,,,
,AMG714 (ordesekimab),celiac disease,IL-15 mab,SNY,,failed Celiac,,Teneobio,,
,ABP206 (nivolumab),Oncology,PD-1,1,2H25 results,,,,,
,ABP234 (pembrolizumab),Oncology,PD-1,1,,,,,,
,ABP692 (ocrelizumab),MS,CD20,1,,,,,,
,AMG104/AZD8630,asthma,inhaled TSLP fab,AZN?,II,,,,,
,dazodalibep,Sjogren's,CD40L,,III,,,,,
,daxdilimab,"DLE, myositis",ILT7,,II,,,,,
,AMG592 (efavaleukin alfa),ulcerative colitis,IL 2 mutein Fc fusion protein,,,,,,,
,AMG670/HZN825 (fipaxalparant),"IPF, systemic sclerosis (failed)",LPAR1 antagonist,,II,,,,,
,AMG102,"GBM, RCC",HGF/SF antibody,1,II,,,,,
,AMG386,Cancer,Angiopoietin fusion protein,1,II,,,,,
,AMG951,"NSCLC, Cancer",TRAIL Soluble Protein,DNA,II,DNA collaboration,,,,
,AMG157,Asthma,Anti-TSLP,1,II,,,,,
,CK-1827452,Heart Failure,Myosin Activator,CYTK,1,Cytokinetics,,,,
,AMG655,NSCLC,DR5 mab,1,II,,,,,
,AMG317,Asthma,IL-4 and IL-13 antibody,1,II,,,,,
,AMG403,Chronic Pain,NGF antagonist,JNJ,I,,,,,
,AMG513,Obesity,Unknown,,I,,,,,
,AMG623,SLE,Unknown,,1,,,,,
,AMG623,B-cell CLL,,Outlicensing,1,,,,,
,AMG208,Cancer,Cmet inhibitor,1,I,Oral small molecule,,,,
,AMG811,Lupus,IFN-gamma antibody,1,I,,,,,
,AMG379,Pain,Bradykinin,,1,,,,,
,AMG222,,,Servier,II,,,,,
,AMG108,Osteoarthritis,IL-1 antibody,,2,bad data,,,,
,AMG785,Bone Loss,Sclerostin antibody,UCB,I,,,,,
,AMG557,SLE,B7-T-cell inhibitor,1,I,,,,,
,,,,,,,,,,
,,,,3/27/2006: q3w approval for Aranesp - March 6 2006 PDUFA in chemo-induced anemia,,,,,,
,,,,4/1/2006: Hematocrit audit for Epogen???,,,,,,
,,,,4/18/2006: completed enrollment for 706 p2 in thyroid cancer,,,,,,
,,,,4/20/2006: Roche files CERA in the US,,,,,,
,,,,4/25/2006: Amgen's response to Roche's response to Amgen's complaint,,,,,,
,,,,Q206: AMG706: p2 data in 2nd-line GIST,,,,,,
,,,,April/May: Judge Young sets hearing date,,,,,,
,,,,Q206: Denosumab: complete p2 RA study - data submitted to ACR,,,,,,
,,,,Q206: Denosumab: interim p2 PMO data dose-finding study - will complete in 2007. 3-year as expected,,,,,,
,,,,Q206: AMG531: ITP phase 3 complete enrollment for both studies,,,,,,
,,,,Q206: Aranesp RED-HF enrollment begins,,,,,,
,,,,Q206: Aranesp p3 cancer of anemia study enrollment completed,,,,,,
,,,,Q206: Sensipar's EVOLVE initiated,,,,,,
,,,,"Q206: 3 early stage programs terminated. Two oncology in solid tumor, two diabetes and 1 IPF advanced into clinical development. One new diabetes and 1 new pain drug entered the clinic",,,,,,
,,,,Q206: Stada files EU biogeneric application for EPO,,,,,,
,,,,Q306: CERA Boston case procedural matters decision,,,,,,
,,,,September 28th 2006: Vectibix PDUFA,,,,,,
,,,,Q406: AMG706: present GIST p2 data,,,,,,
,Company founded 4/8/1980,,,Q406: Denosumab: p2 RA data at ACR,,,,,,
,,,,January 2007: Q4 2006 earnings - Vectibix interim data,,,,,,
,,,,Q107: AMG531: p3 database lock,,,,,,
,,,,Q207: PACCE PFS data - Avastin +- pmab in 1L mCRC,,,,,,
,,,,April 12th 2007: New KDOQI guidelines at NKF?,,,,,,
,,,,May: Aranesp 154 results (April 10 deadline for ODAC),,,,,,
,,,,May 10: EPO ODAC meeting,,,,,,
,,,,May 20th 2007: CERA PDUFA date,,,,,,
,,,,August 10-14 2007: Final CMS decision on NCA for EPO - draft proposal disclosed 5/14,,,,,,
,,,,9/11/2007: CV and Renal panel committee.,,,,,,
,,,,July 2008: Revised label released.,,,,,,
,,,,10/3/08: DC Judge Young grants permanent injunction vs Mircera.,,,,,,
,,,,YE08/Q109: File Denosumab.,,,,,,
,,,,Q309: Denosumab mBC SRE study,,,,,,
,,,,August 13 2009: Denosumab AdCom,,,,,,
,,,,October 19 2009: Denosumab PDUFA,,,,,,
,,,,Q309: Vectibix 1L and 2L Phase III mCRC results.,,,,,,
,,,,Q309: Carbo+Tax+-655 NSCLC,,,,,,
,,,,February 2010: FDA REMS call.,,,,,,
,,,,5/14/2010: Filed Denosumab for cancer.,,,,,,
,,,,4/16/2021: Acquires Five Prime for 1.6B.,,,,,,
,,,,10/19/2021: Acquires Tenebio for 993m.,,,,,,
,,,,9/11/2022: Lumakras NSCLC Phase III results,,,,,,
,,,,9/12/2022: investor conference,,,,,,
,,,,9/12/2022: Lumakras data with Vectibix,,,,,,
,,,,10/20/2022: Acquires ChemoCentryx for 3.9B.,,,,,,
,,,,6/10/2023: Completes Horizon acquisition.,,,,,,
,,,,"10/2023: Completes Horizon acquisition, 27.8B.",,,,,,
,,,,2/4/2025: Q424 results,,,,,,
,,,,2/7/2025: investor conference,,,,,,
