Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,NoSQL,,,,,,,Price,320.0,
,SQL,"Oracle, MySQL, MariaDB, Cockroach (1B valuation in 2021, $128m revenue)",,,,,,Shares,74.0,Q324
,,,,,,,,MC,23680.0,
,Atlas,,,,,,,Cash,2302.0,Q324
,Enterprise Advanced,,,,,,,Debt,1125.0,Q324
,,,,,,,,EV,22503.0,
,,,,,,,,,,
,,,,,,,,,,
,June 2016: introduces Atlas,,,,,,,Founded November 2007 as 10Gen,,
,,,,,,,,2013 n/c MongoDB,,
,,,,,,,,Headquarters: NYC,,
,,,,,,,,,,
,,,,,,,,,,
,Questions - what's the difference between Atlas & Enterprise Advanced,,,,,,,,,
