Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,124.0,
,,,,,,,,,Shares,128.188655,Q424
,,,,,,,,,MC,15895.393220000002,
,,,,,,,,,Cash,82.362,Q424
,,,,,,,,,Debt,0.0,Q424
,,,,,,,,,EV,15813.031220000003,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,78478594.0,,,39239297.0,Class A,Ruddy,,
,,,,,,,88949358.0,Class B,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,39635726.0,Petterfy,,,,,
,,,,,7310158.0,Ukranian,,,,,
,,,,,34699111.0,Qatar,,,,,
,,,,,81644995.0,,,,,,
,,,,,7304363.0,,,,,,
