Main,Unnamed: 1,Unnamed: 2
,Severin Schwan,"CEO, Roche"
,Franz Humer,"Chairman of Board, Roche"
,Erich Hunziker,"CFO, Roche"
,Dan Zambrowski,Roche Head Pharma Partnering
,Jean-Jacques Garaud,"Roche Pharma Research and Early Development, Head of Pharma Development"
,Burkhard Piper,Roche Head of Diabetes Care
,Gerd Maass,CEO of Roche NimbleGen
,Richard Scheller,Genentech Research and Early Development
,Varun Nanda,Roche Global Product Strategy Head of Oncology
,Niko Andre,Roche Global Medical Director for Avastin
,Stefan Frings,Roche Global HER2 Franchise Leader
,Ian Clark,"CEO, Genentech"
,,
,,
,,
,,
,,
,Chugai Ownership??,
,3/26/2009 acquired full ownership of Genentech.,
,,
,Departures,
,Bill Burns,"CEO of Pharma, Retired."
,Pascal Soriot,"Roche COO Pharma, became CEO of AZN."
,Daniel O'Day,"Roche COO Diagnostics, became CEO of GILD."
,Sandra Horning,"Genentech SVP, Global Head of Clinical Development in Hematology/Oncology, promoted to CMO/Head of Global Product Development"
