Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,Lease,,,,,,,,,188.946,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,684.4649999999999,,,,,,,,,,,,,,,
,OA,,,,,,,,,352.226,,,,,,,,,,,,,,,
,Assets,,,,,,,,,7022.699,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,-165.7940000000001,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,-165.794,,,,,,,,,,,,,,,
,D&A,,,,,,,,,9.941,,,,,,,,,,,,,,,
,Non-Cash Lease,,,,,,,,,10.091,,,,,,,,,,,,,,,
,Commissions,,,,,,,,,13.201,,,,,,,,,,,,,,,
,SBC,,,,,,,,,172.493,,,,,,,,,,,,,,,
,Investments,,,,,,,,,8.198,,,,,,,,,,,,,,,
,Investments,,,,,,,,,8.859,,,,,,,,,,,,,,,
,DT,,,,,,,,,-26.664,,,,,,,,,,,,,,,
,Other,,,,,,,,,1.761,,,,,,,,,,,,,,,
,WC,,,,,,,,,152.527,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,184.61299999999997,,,,,,,,,,,,,,,
