Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,MOA,Indication,,,,,,Price,11.71,
,navacaprant,KOR antagonist,MDD,,,,,,Shares,158.984,Q224
,NMRA-511,V1aR,AD,,,,,,MC,1861.7026400000002,
,NMRA-266,M4 pam,,,,,,,Cash,371.639,Q224
,,,,,,,,,Debt,0.0,Q224
,,,,,,,,,EV,1490.0636400000003,
,,,,,,,,,,,
,,,,,,,,,,2.3375874301816535,
,,,,,,,,,,,
,,,,,,,,,Founded: 2019,,
,,,,,,,,,,,
,,,15,12.662412569818347,8.0,0.5828015712272934,,1.6,0.372093023255814,,
,,,10,7.662412569818347,4.3,0.7819564115856621,,,,,
,,,7.5,5.162412569818347,2.65,0.9480802150257914,,,,,
,,,5,2.6624125698183465,1.3,1.0480096690910359,,,,,
