Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Call of Duty: Modern Warfare II,,,,,,,Price,73.0,,-0.2315789473684211
,Call of Duty: Warzone,,,,,,,Shares,782.625319,Q322,
,Call of Duty: Warzone Mobile,,,,,,,MC,57131.648286999996,,
,Overwatch 2 (10/4/2022),,,,,,,Cash,10688.0,Q322,
,,,,,,,,Debt,3610.0,Q322,
,World of Warcraft: Wrath of the Lich King Classic,,,,,,,EV,50053.648286999996,,
,World of Warcraft: Dragonflight,,,,,,,,,,
,Diablo Immortal,,,,,,,,,,
,Diablo II: Resurrected,,,,,,,,,,
,,,,,,,,,,,
,Candy Crush,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Apple 17% customer,,,,,,,,,,
,Google 17% customer,,,,,,,,,,
,Sony 15% customer,,,,,,,,,,
