Main,Unnamed: 1,Unnamed: 2
,Brand Name,"Promacta (US), Revolade (EU)"
,Generic Name,eltrombopag
,Indication,ITP
,Mechanism,oral platelet growth factor
,Competition,"Nplate (AMG531, Amgen). May have more durable responses than Nplate."
,Approval,10/10 Japan approval.
,,3/12/10 EU approval.
,,12/18/09 EMEA positive opinion.
,Clinical Trials,"p2 data 6/19/06 shows 81% of patients achieving primary endpoint (>50k/micro liter after up to 6wks) vs 11% for placebo after ""up to 6 weeks"" of dosing"
,,data presented at EHA
,,ASCO 2006
,,oral platelet growth factor increases platelet counts in thrombocytopenic patients and healthy subjects
