Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238
,COGS,77818,91828,103471,111961,112605,105735,110169,104593,112157,107476,128355,125118,112424,105148,126227,138822,123221,121746,136981,151652,128346,137269,153633,158035,149820,146076,165932,166297,172571,185948,201925,207434,217873,218673,242643,236347,222133,220641,250090,293761,278139,315385,320347,393958.1642,345859,386423,401375,,,,,,,385078.0,433102.0,473106.0,482621.0,533600.0,577283.0,628125.0,767878.0,915536.0,986625.0,1307829.1642,1449211.7591600004,1594132.9350760004,1753546.2285836006,1928900.8514419608,2121790.936586157,2333970.030244773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,70397,91193,105578,110560,109429,99705,102336,98925,91338,114334,132051,137109,121490,108708,125880,138748,124858,111530,123367,138119,90358,103730,139412,159202,160777,164623,190494,195236,189839,186197,212746,230755,273203,315468,370499,389185,286500,260200,296643,331768,314505,358125,439345,444250.6958000001,493395,547369,588543,,,,,,,377728.0,410395.0,474832.0,494826.0,497874.0,492702.0,711130.0,819537.0,1348355.0,1175111.0,1556225.6958000003,1701248.5868400005,1871373.4455240008,2058510.7900764009,2264361.869084041,2490798.0559924454,2739877.8615916907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D,12068,13609,15206,15943,16782,16612,16486,15665,15619,16904,18724,19961,19413,19057,21045,21218,20429,19891,21886,23689,20417,21394,23972,25636,24969,24893,29684,29940,30756,30874,30866,32239,36048,39650,42977,44587,39157,41665,51138,50410,46109,48058,52783,55451.00000000001,56547,61280,63743,,,,,,,56826.0,65545.0,71208.0,80733.0,85895.0,91419.0,109486.0,124735.0,163262.0,182370.0,202401.0,212521.05000000002,223147.10250000004,234304.45762500004,246019.68050625006,258320.66453156256,271236.6977581407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SG&A,5812,6870,5940,6401,6021,6024,7461,5296,5252,6109,7064,7241,6725,6395,6779,8635,7602,7211,6236,7306,5675,6032,7553,9322,7286,8636,10762,8176,8545,9656,10876,15744,12563,13694,17198,19949,16152,16530,17571,21211,19248,22238,26295,23332.100000000002,28639,23228,24022,,,,,,,25023.0,24802.0,25666.0,28534.0,28355.0,28582.0,34860.0,44821.0,63404.0,71464.0,91113.1,95668.755,100452.19275,105474.8023875,110748.54250687502,116285.96963221878,122100.26811382972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Expenses,17880,20479,21146,22344,22803,22636,23947,20961,20871,23013,25788,27202,26138,25452,27824,29853,28031,27102,28122,30995,26092,27426,31525,34958,32255,33529,40446,38116,39301,40530,41742,47983,48611,53344,60175,64536,55309,58195,68709,71621,65357,70296,79078,78783.1,85186,84508,87765,,,,,,,81849.0,90347.0,96874.0,109267.0,114250.0,120001.0,144346.0,169556.0,226666.0,253834.0,293514.1,308189.80500000005,323599.29525,339779.26001250005,356768.22301312507,374606.63416378136,393336.9658719704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Income,52517,70714,84432,88216,86626,77069,78389,77964,70467,91321,106263,109907,95352,83256,98056,108895,96827,84428,95245,107124,64266,76304,107887,124244,128522,131094,150048,157120,150538,145667,171004,182772,224592,262124,310324,324649,231191,202005,227934,260147,249148,287829,360267,365467.5958000001,408209,462861,500778,,,,,,,295879.0,320048.0,377958.0,385559.0,383624.0,372701.0,566784.0,649981.0,1121689.0,921277.0,1262711.5958000002,1393058.7818400003,1547774.1502740008,1718731.5300639009,1907593.646070916,2116191.421828664,2346540.89571972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other Income,780,3384,949,1096,1633,32,5005,2680,1789,2085,1987,2140,2470,2862,2462,2780,3117,3159,3652,3958,3916,4241,4449,4538,3625,5305,5076,3987,4526,3724,2848,2047,3042,3874,6367,9629,13037,12717,13875,18076,17525,19755,23920,23920,23814,29613,24684,,,,,,,6209.0,9350.0,8001.0,10574.0,13886.0,17144.0,17993.0,13145.0,22912.0,57705.0,85120.0,89376.0,93844.8,98537.04000000001,103463.892,108637.08660000001,114068.94093000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,53297,74098,85381,89312,88259,77101,83394,80644,72256,93406,108250,112047,97822,86118,100518,111675,99944,87587,98897,111082,68182,80545,112336,128782,132147,136399,155124,161107,155064,149391,173852,184819,227634,265998,316691,334278,244228,214722,241809,278223,266673,307584,384187,389387.5958000001,432023,492474,525462,,,,,,,302088.0,329398.0,385959.0,396133.0,397510.0,389845.0,584777.0,663126.0,1144601.0,978982.0,1347831.5958000002,1482434.7818400003,1641618.9502740009,1817268.570063901,2011057.538070916,2224828.508428664,2460609.83664972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,5455,14438,9077,9346,9275,18719,8077,7802,7463,20878,11461,11819,10201,19847,10569,12369,10156,15294,9799,11077,6795,13769,11233,12704,15084,15507,17745,18283,15325,14910,17372,18446,23959,28817,35723,38791,37326,32958,31145,39974,41322,58649,59107,58408.13937000002,70162,95543,73614,,,,,,,38316.0,43873.0,51621.0,52986.0,46326.0,44501.0,66619.0,66053.0,127290.0,141403.0,217486.13937000002,222365.21727600004,246242.8425411001,272590.2855095851,301658.6307106374,333724.2762642996,369091.475497458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,47842,59660,76304,79966,78984,58382,75317,72842,64793,72528,96789,100228,87621,66271,89949,99306,89788,72293,89098,100005,61387,66776,101103,116078,117063,120892,137379,142824,139739,134481,156480,166373,203675,237181,280968,295487,206902,181764,210664,238249,225351,248935,325080,330979.45643000014,361861,396931,451848,,,,,,,263772.0,285525.0,334338.0,343147.0,351184.0,345344.0,518158.0,597073.0,1017311.0,837579.0,1130345.4564300003,1260069.5645640003,1395376.107732901,1544678.2845543157,1709398.9073602785,1891104.2321643643,2091518.361152262,2112433.5447637844,2133557.880211422,2154893.4590135366,2176442.393603672,2198206.8175397087,2220188.8857151056,2242390.7745722565,2264814.682317979,2287462.829141159,2310337.457432571,2333440.8320068964,2356775.240326965,2380342.9927302347,2404146.4226575373,2428187.886884113,2452469.765752954,2476994.4634104837,2501764.4080445888,2526782.052125035,2552049.872646285,2577570.371372748,2603346.075086476,2629379.5358373406,2655673.331195714,2682230.064507671,2709052.365152748,2736142.8888042755,2763504.3176923185,2791139.360869242,2819050.7544779344,2847241.2620227137,2875713.674642941,2904470.8113893704,2933515.519503264,2962850.674698297,2992479.18144528,3022403.973259733,3052628.0129923304,3083154.293122254,3113985.836053476,3145125.694414011,3176576.951358151,3208342.7208717326,3240426.14808045,3272830.4095612545,3305558.713656867,3338614.3007934354,3372000.44380137,3405720.4482393838,3439777.6527217776,3474175.429248995,3508917.183541485,3544006.3553769,3579446.4189306693,3615240.883119976,3651393.291951176,3687907.2248706874,3724786.2971193944,3762034.1600905885,3799654.5016914946,3837651.0467084097,3876027.557175494,3914787.832747249,3953935.7110747215,3993475.0681854687,4033409.8188673235,4073743.9170559966,4114481.3562265565,4155626.169788822,4197182.43148671,4239154.255801577,4281545.798359593,4324361.25634319,4367604.868906622,4411280.917595688,4455393.726771645,4499947.664039361,4544947.140679755,4590396.612086553,4636300.578207418,4682663.583989493,4729490.219829388,4776785.122027682,4824552.973247959,4872798.502980439,4921526.4880102435,4970741.752890346,5020449.170419249,5070653.662123442,5121360.198744676,5172573.800732123,5224299.538739444,5276542.534126839,5329307.959468107,5382601.039062788,5436427.049453416,5490791.319947951,5545699.23314743,5601156.225478904,5657167.787733694,5713739.46561103,5770876.860267141,5828585.628869812,5886871.4851585105,5945740.200010096,6005197.602010197,6065249.578030299,6125902.073810603,6187161.094548709,6249032.705494196,6311523.032549138,6374638.262874629,6438384.645503376,6502768.49195841,6567796.176877994,6633474.138646774,6699808.880033242,6766806.968833574,6834475.03852191,6902819.788907129,6971847.9867962,7041566.466664162,7111982.131330804,7183101.9526441125,7254932.972170554,7327482.30189226,7400757.124911183,7474764.696160294,7549512.343121897,7625007.466553116,7701257.541218648,7778270.1166308345,7856052.817797143,7934613.345975115,8013959.479434866,8094099.074229215,8175040.0649715075,8256790.465621223,8339358.370277435,8422751.95398021,8506979.47352001,8592049.268255211,8677969.760937763,8764749.458547141,8852396.953132613,8940920.922663938,9030330.131890578,9120633.433209484,9211839.76754158,9303958.165216995,9396997.746869165,9490967.724337857,9585877.401581235,9681736.175597047,9778553.537353018,9876339.072726548,9975102.463453813,10074853.48808835,10175602.022969235,10277358.043198926,10380131.623630915,10483932.939867225,10588772.269265898,10694659.991958557,10801606.591878142,10909622.657796923,11018718.884374892
,EPS,1.845044350173544,2.3008098727342845,2.9426918627072887,3.0839182414192057,3.045929582353168,2.251523332047821,2.904627844195912,2.8091785576552257,2.4987659082144233,2.7970690320092557,3.732703432317779,3.865329733898959,3.3791361357500964,2.5557655225607405,3.4689163131507907,3.8297724643270343,3.4627072888546087,2.788006170458928,3.4360971847281143,3.856729656768222,2.367412263787119,2.5752410335518703,3.8990744311608174,4.476590821442345,4.514577709217123,4.662244504435018,5.298071731585036,5.508060161974547,5.389086000771307,5.1863092942537605,6.034708831469341,6.416236020053992,7.854801388353259,9.14732538856107,10.836052296656254,11.396004473755255,7.979559566508542,7.010065949323152,8.124648077442247,9.18851479038914,8.690744311608176,9.59989973390922,12.5377969762419,12.76532923596113,13.955840950287323,15.308380577731498,17.425684535287314,,,,,,,10.172464327034323,11.011270620221556,12.893868106440417,13.233590435788662,13.543540300809873,13.318318549942152,19.982954107211725,23.0263401465484,39.23410819827029,32.30278838366308,43.59344973070954,48.596452445172936,53.81475004995906,59.572810033237204,65.92550526375729,72.9332407286892,80.66250898704212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S/O,25930,25930,25930,25930,25931,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25930,25929,25929,25929,25929,25929,25929,25929,25930,25931,25928,25928,25929,25929,25930,,,,,,,25930.0,25930.25,25930.0,25930.0,25930.0,25930.0,25930.0,25930.0,25929.25,25929.0,25929.25,25929.25,25929.25,25929.25,25929.25,25929.25,25929.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
