Main,Unnamed: 1,Unnamed: 2
,Brand,"Tecentriq, fka RG7446"
,Generic,atezolizumab
,Indication,ES-SCLC (CHMP recommended approval)
,,"  SCLC accounts for 15% of all lung cancer, with 70% in extensive stage. 1.76m deaths every year due to lung cancer, WW."
,MOA,PD-1 mab
,Clinical Trials,
,,"Phase III ""IMpower133"" n=403 1L ES-SCLC"
,,Carboplatin+Etoposide vs. Tecentriq+carboplatin+etoposide
,,"median OS 12.3 vs. 10.3 months, HR=0.70"
,,"median PFS 5.2 vs. 4.3 months, HR=0.77"
,,
,,"Phase III ""IMpower130"" n=723 1L nsNSCLC"
,,"no EGFRm or ALK+, stage IV, 2:1 randomization"
,,Tecentriq+carboplatin+nab-paclitaxel vs. carboplatin+nab-paclitaxel
,,"median OS 18.6 vs. 13.9 months, HR=0.79, p=0.033"
,,"median PFS 7.0 vs. 5.5 months, HR=0.64, p<0.0001"
,,"49.2% ORR vs. 31.9%, mDOR 8.4 months vs. 6.1 months"
