Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
,Price,28.0,,,,,
,Price after Failure,4.0,,,,,
,,,,,,,
,25 PUTS,0.2,20,,,,
,Value of 25,21.0,2100,,2100000,,
,9/6/2024 25 PUTS,0.75,--> 21,,,,
,9/6/2024 20 PUTS,0.1,--> 16,,,,
,12/20/24 25 PUTS,11.0,--> 21,,,PRICE ON FAILURE,2.0
,12/20/24 20 PUTS,8.5,--> 16,,,,
,,,,STRIKE,VALUE,,
,12/20/24 2.5 PUTS,0.25,,2.5,0.5,1,
,12/20/24 5 PUTS,1.1,,5,3,1.727272727272727,
,12/20/24 7.5 PUTS,1.75,,7.5,5.5,2.142857142857143,
,12/20/24 10 PUTS,2.9,,10,8,1.7586206896551726,
,,,,,,,
,1/14/25 2.50 PUTS,0.275,,2.5,0.5,0.8181818181818181,
,1/14/25 5.00 PUTS,1.1,,5,3,1.727272727272727,
,1/14/25 7.50 PUTS,2.35,,7.5,5.5,1.3404255319148937,
