Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422
,Industrial SW,,,,,,571,,,,662.2,,
,Life Sciences SW,,,,,,218.4,,,,275.2,,
,Mainstream,,,,,,261.8,,,,312.7,,
,,,,,,,,,,,,,
,License,,,,,,223.1,,,,271.6,,
,Subscription,,,,,,827.6,,,,978.5,,
,Services,,,,,,110.1,,,,133.9,,
,Revenue,,,,,,1160.8,,,,1384,,
,COGS,,,,,,195.5,,,,229.7,,
,Gross Margin,,,,,,965.3,,,,1154.3,,
,R&D,,,,,,229.4,,,,273.8,,
,M&S,,,,,,309.4,,,,368.2,,
,G&A,,,,,,96.3,,,,103.4,,
,Operating Expenses,,,,,,635.1,,,,745.4000000000001,,
,Operating Income,,,,,,330.19999999999993,,,,408.89999999999986,,
,Interest Income,,,,,,-12.3,,,,-2.6999999999999997,,
,Pretax Income,,,,,,317.8999999999999,,,,406.1999999999999,,
,Taxes,,,,,,45.8,,,,182.4,,
,Net Income,,,,,,272.0999999999999,,,,223.79999999999987,,
,EPS,,,,,,0.20552911851348282,,,,0.1691993649353594,,
,Shares,,,,,,1323.9,,,,1322.7,,
