Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,500.0,
,,,,,,,,,Shares,107.85207,Q424
,Transact Campus,,,,,,,,MC,53926.034999999996,
,,"higher ed, 1.6B",,,,,,,Cash,188.2,Q424
,Syntellis,,,,,,,,Debt,7623.0,Q424
,,1.4B,,,,,,,EV,61360.835,
,,,,,,,,,,,
,,,,,,,,,,,
,"Aderant, Clinisys, Data Innovations, Deltek, Frontline, IntelliTrans, PowerPlan, Procare, Strata, Transact/CBORD, Vertafore",,,,,,,,,,
,Aderant,,,,,,,,,,
,,Law,,,,,,,,,
,Clinisys,,,,,,,,,,
,,Diagnostic/lab,,,,,,,,,
,Data Innovations,,,,,,,,,,
,,Hospitals/Labs,,,,,,,,,
,Deltek,,,,,,,,,,
,,Gov,,,,,,,,,
,Frontline,,,,,,,,,,
,,acquired 3.8B in 202x,,,,,,,,,
,IntelliTrans,,,,,,,,,,
,,transportation software,,,,,,,,,
,PowerPlan,,,,,,,,,,
,,compliance?,,,,,,,,,
,Procare,,,,,,,,,,
,,"Early childhood education centers SAAS, 1.86B. Acquired 202x",,,,,,,,,
