Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,2023.0,2024.0
,Revenue,,,,,,,,,,12490.7,10457.2
,,,,,,,,,,,9933.2,6568.3
,,,,,,,,,,,2557.5,3888.9000000000005
,,,,,,,,,,,1431.6,1577.7
,,,,,,,,,,,1125.9,2311.2000000000007
,,,,,,,,,,,1015.0,116.7
,,,,,,,,,,,2140.9,2427.9000000000005
,,,,,,,,,,,355.5,519.0
,,,,,,,,,,,1785.4,1908.9000000000005
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,1494.0,3860.0
,,,,,,,,,,,1479.7,1970.3
,,,,,,,,,,,14.299999999999955,1889.7
