Main,Unnamed: 1,Unnamed: 2
,Brand Name,"Zimulti, fka Accomplia"
,Generic Name,
,Price,3.14/day in the UK
,Indication,Obesity (but contraindicated with depression)
,,ADA rejected the concept of metabolic syndrome
,Reimbursement,CMS says wont cover obesity drugs for Part D
,Competition,MRK has CB1 going into p3; PFE
,Timeline,"US: Received Class 2 response, 4/26/2007 PDUFA. Filing withdrawn following negative AdCom. EU labeling modified."
,Safety,"Depression, Anxiety"
,Clinical Trials,
,,"CRESCENDO - 2011 - 20k patients, mortality benefit"
,,
,,
,,SERENADE - 2008 - diabetes
,,Results reported at IDF
