Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
,Machinery,38869.0,41962.0,48044.0,29540.0,39867.0,57392.0,63068.0,52694.0,52142.0,44147.0,35773.0,42676.0,51822.0,50755.0,39022.0,48188.0,56574.0,63869.0,61363.0
,Financial,2648.0,2996.0,3280.0,2856.0,2721.0,2746.0,2807.0,2962.0,3042.0,2864.0,2764.0,2786.0,2900.0,3045.0,2726.0,2783.0,2853.0,3191.0,3446.0
,Revenues,41517.0,44958.0,51324.0,32396.0,42588.0,60138.0,65875.0,55656.0,55184.0,47011.0,38537.0,45462.0,54722.0,53800.0,41748.0,50971.0,59427.0,67060.0,64809.0
,COGS,29549.0,32626.0,38415.0,23886.0,30367.0,43578.0,47055.0,40727.0,40718.0,33546.0,28044.0,31260.0,36997.0,36630.0,29082.0,35513.0,41350.0,42767.0,40199.0
,Gross Profit,11968.0,12332.0,12909.0,8510.0,12221.0,16560.0,18820.0,14929.0,14466.0,13465.0,10493.0,14202.0,17725.0,17170.0,12666.0,15458.0,18077.0,24293.0,24610.0
,SG&A,3706.0,3821.0,4399.0,3645.0,4248.0,5203.0,5919.0,5547.0,6529.0,4951.0,4383.0,4999.0,5478.0,5162.0,4642.0,5365.0,5651.0,6371.0,6667.0
,R&D,1347.0,1404.0,1728.0,1421.0,1905.0,2297.0,2466.0,2046.0,2380.0,2119.0,1853.0,1842.0,1850.0,1693.0,1415.0,1686.0,1814.0,2108.0,2107.0
,Interest+Other,1994.0,2186.0,2334.0,2867.0,2105.0,1907.0,1282.0,1708.0,2243.0,2610.0,2500.0,2901.0,2104.0,2025.0,2056.0,1529.0,1783.0,2848.0,2764.0
,Operating Expenses,7047.0,7411.0,8461.0,7933.0,8258.0,9407.0,9667.0,9301.0,11152.0,9680.0,8736.0,9742.0,9432.0,8880.0,8113.0,8580.0,9248.0,11327.0,11538.0
,Operating Income,4921.0,4921.0,4448.0,577.0,3963.0,7153.0,9153.0,5628.0,3314.0,3785.0,1757.0,4460.0,8293.0,8290.0,4553.0,6878.0,8829.0,12966.0,13072.0
,Interest Expense,-60.0,32.0,25.0,-8.0,-213.0,-428.0,-337.0,-500.0,-162.0,-346.0,-10.0,-378.0,-471.0,-478.0,-558.0,1326.0,848.0,84.0,301.0
,Pretax Income,4861.0,4953.0,4473.0,569.0,3750.0,6725.0,8816.0,5128.0,3152.0,3439.0,1747.0,4082.0,7822.0,7812.0,3995.0,8204.0,9677.0,13050.0,13373.0
,Taxes,1405.0,1485.0,953.0,0.0,968.0,1720.0,2528.0,1319.0,692.0,916.0,192.0,3339.0,1698.0,1746.0,1006.0,1742.0,2067.0,2781.0,2629.0
,Net Income,3456.0,3468.0,3520.0,569.0,2782.0,5005.0,6288.0,3809.0,2460.0,2523.0,1555.0,743.0,6124.0,6066.0,2989.0,6462.0,7610.0,10269.0,10744.0
,EPS,5.05410938871015,5.258529188779378,5.605988214683867,0.9089456869009584,4.277367773677737,7.513886803783215,9.390681003584229,5.783480109322806,3.9115916679917317,4.195908864127723,2.661304124593531,1.2397797430335393,10.216883550216885,10.688986784140969,5.448414145096609,11.781221513217867,14.34766214177979,19.99415887850467,21.953412341642828
,Shares,683.8,659.5,627.9,626.0,650.4,666.1,669.6,658.6,628.9,601.3,584.3,599.3,599.4,567.5,548.6,548.5,530.4,513.6,489.4
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Gross Margin,0.2882674567044825,0.2743004582054362,0.25151975683890576,0.2626867514507964,0.2869587677279985,0.2753666566896139,0.28569259962049337,0.2682370274543625,0.26214120034792693,0.2864223266894982,0.2722837792251602,0.3123927675861159,0.3239099448119586,0.3191449814126394,0.30339177924691,0.30327048713974614,0.30418833190300704,0.36225767968983,0.3797312101714268
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,CFFO,5799.0,7935.0,4787.0,6343.0,5009.0,7010.0,5241.0,10191.0,8057.0,6699.0,5639.0,5706.0,6558.0,6912.0,6327.0,7198.0,7766.0,12885.0,12035.0
,CX,1593.0,1700.0,2445.0,1348.0,1575.0,2515.0,3350.0,2522.0,1539.0,1388.0,1109.0,898.0,1276.0,1056.0,978.0,1093.0,1296.0,1597.0,1988.0
,FCF,4206.0,6235.0,2342.0,4995.0,3434.0,4495.0,1891.0,7669.0,6518.0,5311.0,4530.0,4808.0,5282.0,5856.0,5349.0,6105.0,6470.0,11288.0,10047.0
