Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
,Cards,,,,,,83.6
,Billed,,,,1338.3,1459.6,1551.0
,,,,,,,
,Non-Interest,34936.0,28102.0,34630.0,42967.0,47381.0,50406.0
,Interest Income,11308.0,9779.0,9033.0,12658.0,19983.0,23795.0
,Revenue,,,42380.0,55625.0,67364.0,74201.0
,Interest Expense,,,,,,
,Revenue ex-IntExp,39983.0,31357.0,43799.0,50680.0,55592.0,60764.0
,Card Member Rewards,7125.0,8041.0,11007.0,14002.0,15367.0,16599.0
,Business Development,10439.0,3051.0,3762.0,4943.0,5657.0,5886.0
,Card Member Services,2223.0,1230.0,1993.0,2959.0,3968.0,4782.0
,Marketing,,3696.0,5291.0,5458.0,5213.0,6040.0
,Salaries,5911.0,5718.0,6240.0,7252.0,8067.0,8198.0
,Other,5856.0,5325.0,4817.0,6481.0,6807.0,6364.0
,Expenses,31554.0,27061.0,33110.0,41095.0,45079.0,47869.0
,Operating Income,8429.0,4296.0,10689.0,9585.0,10513.0,12895.0
,Taxes,1670.0,1161.0,2629.0,2071.0,2139.0,2766.0
,Net Income,6759.0,3135.0,8060.0,7514.0,8374.0,10129.0
,EPS,8.143373493975904,3.889578163771712,10.20253164556962,9.992021276595745,11.377717391304348,14.20617110799439
,Shares,830.0,806.0,790.0,752.0,736.0,713.0
,,,,,,,
,CFFO,13632.0,5591.0,14645.0,21079.0,18559.0,14050.0
,CapEx,1645.0,1478.0,1550.0,1855.0,1563.0,1911.0
,FCF,11987.0,4113.0,13095.0,19224.0,16996.0,12139.0
,,,,,,,
,Net Cash,,,,,,54409.0
,Cash,,,,,,41880.0
,Card receivables,,,,,,59240.0
,Loans,,,,,,143791.0
,PPE,,,,,,5371.0
,Other,,,,,,21179.0
,Assets,,,,,,271461.0
,,,,,,,
,Deposits,,,,,,139413.0
,AP,,,,,,13884.0
,Debt,,,,,,51089.0
,OL,,,,,,36811.0
,SE,,,,,,30264.0
,L+SE,,,,,,271461.0
