Main,Unnamed: 1,Unnamed: 2
,Author,"Zhang, J; Pagano, G; (...); Monroe, C"
,Journal,Nature
,Citations,828
,Date,2017-11-30 00:00:00
,Notes,
,,
,Title,Quantum information processing with superconducting circuits: a review
,Author,G Wendin
,Journal,Rep Prog Phys
,Citations,689
,Date,2017-10-01 00:00:00
,Notes,
,,
,Title,Adiabatic quantum computation
,Author,"Albash, T and Lidar, DA"
,Journal,Rev Mod Phys
,Citations,984
,Date,2018-01-29 00:00:00
,Notes,
,,
,Title,Characterizing quantum supremacy in near-term devices
,Author,"Boixo, S; Isakov, SV; (...); Neven, H"
,Journal,Nat Physics
,Citations,762
,Date,2018-06-01 00:00:00
,Notes,
,,
,Title,Majorana quantization and half-integer thermal quantum Hall effect in a Kitaev spin liquid
,Author,"Kasahara, Y; Ohnishi, T; (...); Matsuda, Y"
,Journal,Nature
,Citations,706
,Date,2018-07-12 00:00:00
,Notes,
,,
,Title,Quantum Computing in the NISQ era and beyond
,Author,John Preskill
,Journal,Quantum
,Citations,4897
,Date,2018-08-06 00:00:00
,Notes,
,,
,Title,Quantum Machine Learning in Feature Hilbert Spaces
,Author,"Schuld, M and Killoran, N"
,Journal,Phys Rev Lett
,Citations,822
,Date,2019-02-01 00:00:00
,Notes,
,,
,Title,Trapped-ion quantum computing: Progress and challenges
,Author,"Bruzewicz, CD; Chiaverini, J; (...); Sage, JM"
,Journal,Appl Phys Rev
,Citations,895
,Date,2019-06-01 00:00:00
,Notes,
,,
,Title,Quantum computational advantage using photons
,Author,"Zhong, HS; Wang, H; (...); Pan, JW"
,Journal,Science
,Citations,1619
,Date,2020-12-18 00:00:00
,Notes,
,,
,Title,Advances in quantum cryptography
,Author,"Pirandola, S; Andersen, UL; (...); Wallden, P"
,Journal,Adv Opt Photon
,Citations,1151
,Date,2020-12-31 00:00:00
,Notes,
,,
,Title,Superconducting Qubits: Current State of Play
,Author,"Kjaergaard, M; Schwartz, ME; (...); Oliver, WD"
,Journal,Ann Rev Cond Matt Phys
,Citations,969
,Date,2020
,Notes,
,,
,Title,Quantum phases of matter on a 256-atom programmable quantum simulator
,Author,"Ebadi, S; Wang, TT; (...); Lukin, MD"
,Journal,Nature
,Citations,677
,Date,2021-07-08 00:00:00
,Notes,
,,
,Title,Variational quantum algorithms
,Author,"Cerezo, M; Arrasmith, A; (...); Coles, PJ"
,Journal,Nat Rev Phys
,Citations,1651
,Date,2021-09-01 00:00:00
,Notes,
,,
,Title,Strong Quantum Computational Advantage Using a Superconducting Quantum Processor
,Author,"Wu, YL; Bao, WS; (...); Pan, JW"
,Journal,Phys Rev Lett
,Citations,635
,Date,2021-10-25 00:00:00
,Notes,
,,
,Title,Noisy intermediate-scale quantum algorithms
,Author,"Bharti, K; Cervera-Lierta, A; (...); Aspuru-Guzik, A"
,Journal,Rev Mod Phys
,Citations,903
,Date,2022-02-15 00:00:00
,Notes,
