Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,39189664,Filamin A regulates platelet shape change and contractile force generation via phosphorylation of the myosin light chain,"Hong F, Mollica MY, Golla K, De Silva E, Sniadecki NJ, López JA, Kim H.",Biochem J. 2024 Oct 17;481(20):1395-1410. doi: 10.1042/BCJ20240114.,Hong F,Biochem J,2024,2024-08-27 00:00:00,PMC11555712,,10.1042/BCJ20240114
,38853608,Pathogenic FLNA variants affecting the hinge region of filamin A are associated with male survival,"Wade EM, Morgan T, Gimenez G, Jenkins ZA, Titheradge H, O'Donnell M, Skidmore D, Suri M, Robertson SP.",Am J Med Genet A. 2024 Oct;194(10):e63779. doi: 10.1002/ajmg.a.63779. Epub 2024 Jun 10.,Wade EM,Am J Med Genet A,2024,2024-06-10 00:00:00,,,10.1002/ajmg.a.63779
,39351381,Secondary spontaneous pneumothorax as the presenting manifestation of filamin A-associated lung disease,"Holden S, Barker AP, Babar J, Karia S, Gupta N, Sinharay R, Marciniak SJ.",ERJ Open Res. 2024 Sep 30;10(5):00011-2024. doi: 10.1183/23120541.00011-2024. eCollection 2024 Sep.,Holden S,ERJ Open Res,2024,2024-10-01 00:00:00,PMC11440369,,10.1183/23120541.00011-2024
,39399465,Unraveling the pathogenic mechanism of a novel filamin a frameshift variant in periventricular nodular heterotopia,"Xue C, Wang Y, Peng J, Feng S, Guan Y, Hao Y.",Front Pharmacol. 2024 Sep 27;15:1429177. doi: 10.3389/fphar.2024.1429177. eCollection 2024.,Xue C,Front Pharmacol,2024,2024-10-14 00:00:00,PMC11466872,,10.3389/fphar.2024.1429177
,39164108,Reducing Filamin A Restores Cortical Synaptic Connectivity and Early Social Communication Following Cellular Mosaicism in Autism Spectrum Disorder Pathways,"Binder MS, Escobar I, Xu Y, Sokolov AM, Zhang L, Bordey A.",J Neurosci. 2024 Sep 25;44(39):e1245232024. doi: 10.1523/JNEUROSCI.1245-23.2024.,Binder MS,J Neurosci,2024,2024-08-20 00:00:00,PMC11426378,,10.1523/JNEUROSCI.1245-23.2024
,39359981,Polyvalvular Dysplasia and Vascular Abnormalities in a Neonate With an FLNA Variant,"Frenkel A, Frenkel M, Schulte JJ, Srinivasan S, Lamers L.",JACC Case Rep. 2024 Sep 18;29(18):102556. doi: 10.1016/j.jaccas.2024.102556. eCollection 2024 Sep 18.,Frenkel A,JACC Case Rep,2024,2024-10-03 00:00:00,PMC11442230,,10.1016/j.jaccas.2024.102556
,38592439,Curcumin suppresses the malignant phenotype of laryngeal squamous cell carcinoma through downregulating E2F1 to inhibit FLNA,"Xie Y, Qi J, Liu J.",Naunyn Schmiedebergs Arch Pharmacol. 2024 Sep;397(9):6929-6939. doi: 10.1007/s00210-024-03059-x. Epub 2024 Apr 9.,Xie Y,Naunyn Schmiedebergs Arch Pharmacol,2024,2024-04-09 00:00:00,,,10.1007/s00210-024-03059-x
,39273357,"Significance of Fibrillin-1, Filamin A, MMP2 and SOX9 in Mitral Valve Pathology","Opris CE, Suciu H, Jung I, Flamand S, Harpa MM, Opris CI, Popa C, Kovacs Z, Gurzu S.",Int J Mol Sci. 2024 Aug 29;25(17):9410. doi: 10.3390/ijms25179410.,Opris CE,Int J Mol Sci,2024,2024-09-14 00:00:00,PMC11394784,,10.3390/ijms25179410
,39195282,Targeting Cleavage of C-Terminal Fragment of Cytoskeletal Filamin A in Cancers,"Cakici O, Bandaru S, Lee GY, Mustafa D, Akyürek LM.",Cells. 2024 Aug 21;13(16):1394. doi: 10.3390/cells13161394.,Cakici O,Cells,2024,2024-08-28 00:00:00,PMC11352274,,10.3390/cells13161394
,39182401,CircRNA ATF6 suppresses bladder cancer cell proliferation and migration via miR-146a-5p/FLNA axis,"Lu B, Zhou Y, Ma Z, Wang Z.",Mutat Res. 2024 Jul 31;829:111876. doi: 10.1016/j.mrfmmm.2024.111876. Online ahead of print.,Lu B,Mutat Res,2024,2024-08-25 00:00:00,,,10.1016/j.mrfmmm.2024.111876
,39082299,Integrated Genome-Wide Analysis of DNA Methylation and Gene Expression in the Hippocampi of 5xFAD Alzheimer's Disease Mouse Model,"Lee S, Lee HJ, Chun JM, Jung B, Kim J, Moon C, Kim C, Kim JS.",J Integr Neurosci. 2024 Jul 24;23(7):138. doi: 10.31083/j.jin2307138.,Lee S,J Integr Neurosci,2024,2024-07-31 00:00:00,,,10.31083/j.jin2307138
,38958472,Charting the importance of filamin A posttranslational modifications,"Shead KD, Salyahetdinova V, Baillie GS.",Biochem J. 2024 Jul 3;481(13):865-881. doi: 10.1042/BCJ20240121.,Shead KD,Biochem J,2024,2024-07-03 00:00:00,PMC11346442,,10.1042/BCJ20240121
,38614124,FLNA overexpression promotes papillary thyroid cancer aggression via the FAK/AKT signaling pathway,"Liang W, Zhang Y, Guo Y, Zhang P, Jin J, Guan H, Li Y.",Endocr Connect. 2024 May 7;13(6):e240034. doi: 10.1530/EC-24-0034. Print 2024 Jun 1.,Liang W,Endocr Connect,2024,2024-04-13 00:00:00,PMC11103747,,10.1530/EC-24-0034
,38311094,Filamin A in triple negative breast cancer,"Giovannelli P, Di Donato M, Licitra F, Sabbatino E, Tutino V, Castoria G, Migliaccio A.",Steroids. 2024 May;205:109380. doi: 10.1016/j.steroids.2024.109380. Epub 2024 Feb 2.,Giovannelli P,Steroids,2024,2024-02-04 00:00:00,,,10.1016/j.steroids.2024.109380
,38651904,"Erratum to ""Filamin A protects cells against force-induced apoptosis by stabilizing talin- and vinculin-containing cell adhesions""",,FASEB J. 2024 Apr 30;38(8):e23617. doi: 10.1096/fj.202400751.,,FASEB J,2024,2024-04-23 00:00:00,,,10.1096/fj.202400751
,38666944,Role of Filamin A in Growth and Migration of Breast Cancer-Review,"Zawadka P, Zielińska W, Gagat M, Izdebska M.",Curr Issues Mol Biol. 2024 Apr 17;46(4):3408-3423. doi: 10.3390/cimb46040214.,Zawadka P,Curr Issues Mol Biol,2024,2024-04-26 00:00:00,PMC11049233,,10.3390/cimb46040214
,38148157,Filamin A heart valve disease as a genetic cause of inherited bicuspid and tricuspid aortic valve disease,"Delwarde C, Toquet C, Boureau AS, Le Ruz R, Le Scouarnec S, Mérot J, Kyndt F, Bernstein D, Bernstein JA, Aalberts JJJ, Le Marec H, Schott JJ, Roussel JC, Le Tourneau T, Capoulade R.",Heart. 2024 Apr 15;110(9):666-674. doi: 10.1136/heartjnl-2023-323491.,Delwarde C,Heart,2024,2023-12-26 00:00:00,,,10.1136/heartjnl-2023-323491
,38330446,Ganoderic acid A suppresses autophagy by regulating the circFLNA/miR-486-3p/CYP1A1/XRCC1 axis to strengthen the sensitivity of lung cancer cells to cisplatin,"Gong E, Pan J, Ye Z, Cai X, Zheng H, Yin Z, Jiang Y, Wang X, Cao Z.",J Pharm Pharmacol. 2024 Apr 3;76(4):354-367. doi: 10.1093/jpp/rgad116.,Gong E,J Pharm Pharmacol,2024,2024-02-08 00:00:00,,,10.1093/jpp/rgad116
,38148030,Diffuse interstitial lung disease in a male fetus with periventricular nodular heterotopia and filamin A mosaic variant,"Desnous B, Carles G, Riccardi F, Stremler N, Baravalle M, El-Louali F, Testud B, Milh M.",Prenat Diagn. 2024 Mar;44(3):364-368. doi: 10.1002/pd.6505. Epub 2023 Dec 26.,Desnous B,Prenat Diagn,2024,2023-12-26 00:00:00,,,10.1002/pd.6505
,38131667,Digenic FLNA and UCHL1 variants resulting in a complex phenotype,"Pernice HF, O'Donnell LF, Rossor AM, Laura M, Record CJ, Skorupinska M, Blake J, Poh R, Polke J, Reilly MM.",J Peripher Nerv Syst. 2024 Mar;29(1):111-115. doi: 10.1111/jns.12611. Epub 2024 Jan 7.,Pernice HF,J Peripher Nerv Syst,2024,2023-12-22 00:00:00,,,10.1111/jns.12611
,38398103,Filamin A Is a Prognostic Serum Biomarker for Differentiating Benign Prostatic Hyperplasia from Prostate Cancer in Caucasian and African American Men,"Mahaveer Chand N, Tekumalla PK, Rosenberg MT, Dobi A, Ali A, Miller GM, Aristizabal-Henao JJ, Granger E, Freedland SJ, Kellogg MD, Srivastava S, McLeod DG, Narain NR, Kiebish MA.",Cancers (Basel). 2024 Feb 8;16(4):712. doi: 10.3390/cancers16040712.,Mahaveer Chand N,Cancers (Basel),2024,2024-02-24 00:00:00,PMC10887407,,10.3390/cancers16040712
,38010911,Filamin A is involved in human intrahepatic cholangiocarcinoma aggressiveness and progression,"Vitali E, Franceschini B, Milana F, Soldani C, Polidoro MA, Carriero R, Kunderfranco P, Trivellin G, Costa G, Milardi G, Di Tommaso L, Torzilli G, Lleo A, Lania AG, Donadon M.",Liver Int. 2024 Feb;44(2):518-531. doi: 10.1111/liv.15800. Epub 2023 Nov 27.,Vitali E,Liver Int,2024,2023-11-27 00:00:00,,,10.1111/liv.15800
,37922495,GPIbα-filamin A interaction regulates megakaryocyte localization and budding during platelet biogenesis,"Ellis ML, Terreaux A, Alwis I, Smythe R, Perdomo J, Eckly A, Cranmer SL, Passam FH, Maclean J, Schoenwaelder SM, Ruggeri ZM, Lanza F, Taoudi S, Yuan Y, Jackson SP.",Blood. 2024 Jan 25;143(4):342-356. doi: 10.1182/blood.2023021292.,Ellis ML,Blood,2024,2023-11-03 00:00:00,,,10.1182/blood.2023021292
,38176754,"Filamin A gene mutation in an infant with progressive pulmonary emphysema, periventricular nodular heterotopia and congenital heart disease","Khera S, Jauhari S, Pattanayak S, Choubey M.",BMJ Case Rep. 2024 Jan 4;17(1):e257676. doi: 10.1136/bcr-2023-257676.,Khera S,BMJ Case Rep,2024,2024-01-04 00:00:00,PMC10773292,,10.1136/bcr-2023-257676
,37955081,Long-chain noncoding RNA LINC01569 upregulates filamin A-interacting protein 1-like to prevent metastasis of triple-negative breast cancer via sponging miR-300,"Jiang X, Lin J, Zhu Z.",Cancer Biomark. 2024;39(2):79-94. doi: 10.3233/CBM-230261.,Jiang X,Cancer Biomark,2024,2023-11-13 00:00:00,PMC11002719,,10.3233/CBM-230261
,37855268,FLNA expression modulates pathological markers of pituitary neuroendocrine tumours,"Toledo J, Perez PA, Zanetti M, Díaz-Torga G, Mukdsi JH, Gutierrez S.",J Endocrinol. 2023 Nov 22;260(1):e230209. doi: 10.1530/JOE-23-0209. Print 2024 Jan 1.,Toledo J,J Endocrinol,2023,2023-10-19 00:00:00,,,10.1530/JOE-23-0209
,38040692,Filamin A cooperates with the androgen receptor in preventing skeletal muscle senescence,"Di Donato M, Moretti A, Sorrentino C, Toro G, Gentile G, Iolascon G, Castoria G, Migliaccio A.",Cell Death Discov. 2023 Dec 2;9(1):437. doi: 10.1038/s41420-023-01737-y.,Di Donato M,Cell Death Discov,2023,2023-12-01 00:00:00,PMC10692324,,10.1038/s41420-023-01737-y
,38068896,High Filamin a Expression in Adrenocortical Carcinomas Is Associated with a Favourable Tumour Behaviour: A European Multicentric Study,"Catalano R, Altieri B, Angelousi A, Arosio M, Bravi F, Canu L, Croci GA, Detomas M, Esposito E, Ferrante E, Ferrero S, Fuss CT, Kaltsas G, Kimpel O, Landwehr LS, Luconi M, Morelli V, Nesi G, Nozza E, Sbiera S, Serban AL, Ronchi CL, Mantovani G, Peverelli E.",Int J Mol Sci. 2023 Nov 21;24(23):16573. doi: 10.3390/ijms242316573.,Catalano R,Int J Mol Sci,2023,2023-12-09 00:00:00,PMC10706064,,10.3390/ijms242316573
,37729778,Hypomethylation of DRD2 promotes breast cancer through the FLNA-ERK pathway,"Zhang S, Zhong M, Zhu H, You Q, Yuan H, Li Y.",Cancer Genet. 2023 Nov;278-279:71-78. doi: 10.1016/j.cancergen.2023.09.001. Epub 2023 Sep 9.,Zhang S,Cancer Genet,2023,2023-09-20 00:00:00,,,10.1016/j.cancergen.2023.09.001
,37879916,[Molecular dynamics simulation of force-regulated interaction between glycoprotein Ib α and filamin],"Tao R, Xie X, Wu J, Fang Y.",Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2023 Oct 25;40(5):876-885. doi: 10.7507/1001-5515.202302043.,Tao R,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,2023,2023-10-25 00:00:00,PMC10600417,,10.7507/1001-5515.202302043
,37851024,Identification of A Novel Variant of Filamin A Destroying the Attraction Between Benzene Rings and Sulfhydryl in Developmental Dysplasia of the Hip,"Lu YL, Wang Q, Wang M, Chang SH, He JQ, Xiang R, Tang JY, Jin JY.",DNA Cell Biol. 2023 Oct;42(10):638-644. doi: 10.1089/dna.2023.0159.,Lu YL,DNA Cell Biol,2023,2023-10-18 00:00:00,,,10.1089/dna.2023.0159
,37740811,Filamin A facilitates NLRP3 inflammasome activation during arsenic-induced nonalcoholic steatohepatitis,"Shi Y, Qiu T, Wu C, Yuan W, Yao X, Jiang L, Wang N, Wang L, Han Q, Yang G, Liu X, Sun X.",Environ Sci Pollut Res Int. 2023 Oct;30(49):107703-107715. doi: 10.1007/s11356-023-29702-3. Epub 2023 Sep 23.,Shi Y,Environ Sci Pollut Res Int,2023,2023-09-23 00:00:00,,,10.1007/s11356-023-29702-3
,37572267,Environmentally relevant DEHP exposure during gestational and lactational period inhibits filamin a testicular expression,"Pérez PA, Toledo J, Vitellini F, Cuello VN, Cantarelli V, Ponzio M, Mukdsi JH, Gutiérrez S.",J Mol Histol. 2023 Oct;54(5):509-520. doi: 10.1007/s10735-023-10144-7. Epub 2023 Aug 12.,Pérez PA,J Mol Histol,2023,2023-08-12 00:00:00,,,10.1007/s10735-023-10144-7
,37881376,Sinus of Valsalva Aneurysm: A Potential Case of Filamin A Mutation,"Win S, Tucker E, Wallace K, Gower H, Kandasamy K.",Cureus. 2023 Sep 24;15(9):e45858. doi: 10.7759/cureus.45858. eCollection 2023 Sep.,Win S,Cureus,2023,2023-10-26 00:00:00,PMC10597397,,10.7759/cureus.45858
,37762230,Simufilam Reverses Aberrant Receptor Interactions of Filamin A in Alzheimer's Disease,"Wang HY, Cecon E, Dam J, Pei Z, Jockers R, Burns LH.",Int J Mol Sci. 2023 Sep 11;24(18):13927. doi: 10.3390/ijms241813927.,Wang HY,Int J Mol Sci,2023,2023-09-28 00:00:00,PMC10531384,,10.3390/ijms241813927
,37429070,Generation of a FLNA knockout hESC line (WAe009-A-P) to model cardiac valvular dysplasia using CRISPR/Cas9,"Lu F, Gao Y, Li E.",Stem Cell Res. 2023 Sep;71:103162. doi: 10.1016/j.scr.2023.103162. Epub 2023 Jul 1.,Lu F,Stem Cell Res,2023,2023-07-10 00:00:00,,,10.1016/j.scr.2023.103162
,37291958,Targeting α7 nicotinic acetylcholine receptors and their protein interactions in Alzheimer's disease drug development,"Burns LH, Pei Z, Wang HY.",Drug Dev Res. 2023 Sep;84(6):1085-1095. doi: 10.1002/ddr.22085. Epub 2023 Jun 8.,Burns LH,Drug Dev Res,2023,2023-06-09 00:00:00,,,10.1002/ddr.22085
,37585478,Contrasting effects of filamin A and B proteins in modulating filovirus entry,"Shepley-McTaggart A, Liang J, Ding Y, Djurkovic MA, Kriachun V, Shtanko O, Sunyer O, Harty RN.",PLoS Pathog. 2023 Aug 16;19(8):e1011595. doi: 10.1371/journal.ppat.1011595. eCollection 2023 Aug.,Shepley-McTaggart A,PLoS Pathog,2023,2023-08-16 00:00:00,PMC10461817,,10.1371/journal.ppat.1011595
,37576388,Erratum: Zinc-α2-glycoprotein 1 promotes EMT in colorectal cancer by filamin A mediated focal adhesion pathway: Erratum,"Ji M, Li W, He G, Zhu D, Lv S, Tang W, Jian M, Zheng P, Yang L, Qi Z, Mao Y, Ren L, Zhong Y, Tu Y, Wei Y, Xu J.",J Cancer. 2023 Jul 26;14(12):2359-2360. doi: 10.7150/jca.87171. eCollection 2023.,Ji M,J Cancer,2023,2023-08-14 00:00:00,PMC10414041,,10.7150/jca.87171
,37178194,Filamin-A-interacting protein 1 (FILIP1) is a dual compartment protein linking myofibrils and microtubules during myogenic differentiation and upon mechanical stress,"Grande V, Schuld J, van der Ven PFM, Gruss OJ, Fürst DO.",Cell Tissue Res. 2023 Jul;393(1):133-147. doi: 10.1007/s00441-023-03776-4. Epub 2023 May 13.,Grande V,Cell Tissue Res,2023,2023-05-13 00:00:00,PMC10313560,,10.1007/s00441-023-03776-4
,37457922,Simufilam suppresses overactive mTOR and restores its sensitivity to insulin in Alzheimer's disease patient lymphocytes,"Wang HY, Pei Z, Lee KC, Nikolov B, Doehner T, Puente J, Friedmann N, Burns LH.",Front Aging. 2023 Jun 29;4:1175601. doi: 10.3389/fragi.2023.1175601. eCollection 2023.,Wang HY,Front Aging,2023,2023-07-17 00:00:00,PMC10339288,,10.3389/fragi.2023.1175601
,36867840,A mechanism of platelet integrin αIIbβ3 outside-in signaling through a novel integrin αIIb subunit-filamin-actin linkage,"Liu J, Lu F, Ithychanda SS, Apostol M, Das M, Deshpande G, Plow EF, Qin J.",Blood. 2023 May 25;141(21):2629-2641. doi: 10.1182/blood.2022018333.,Liu J,Blood,2023,2023-03-03 00:00:00,PMC10356577,,10.1182/blood.2022018333
,36001550,Multimodality imaging and transcriptomics to phenotype mitral valve dystrophy in a unique knock-in Filamin-A rat model,"Delwarde C, Toquet C, Aumond P, Kayvanjoo AH, Foucal A, Le Vely B, Baudic M, Lauzier B, Blandin S, Véziers J, Paul-Gilloteaux P, Lecointe S, Baron E, Massaiu I, Poggio P, Rémy S, Anegon I, Le Marec H, Monassier L, Schott JJ, Mass E, Barc J, Le Tourneau T, Merot J, Capoulade R.",Cardiovasc Res. 2023 May 2;119(3):759-771. doi: 10.1093/cvr/cvac136.,Delwarde C,Cardiovasc Res,2023,2022-08-24 00:00:00,,,10.1093/cvr/cvac136
,37538498,A novel association between platelet filamin A and soluble N-ethylmaleimide sensitive factor attachment proteins regulates granule secretion,"Golla K, Paul M, Lengyell TC, Simpson EM, Falet H, Kim H.",Res Pract Thromb Haemost. 2022 Dec 20;7(4):100019. doi: 10.1016/j.rpth.2022.100019. eCollection 2023 May.,Golla K,Res Pract Thromb Haemost,2022,2023-08-04 00:00:00,PMC10394388,,10.1016/j.rpth.2022.100019
,36734119,Mutation of FLNA attenuating the migration of abdominal muscles contributed to Melnick-Needles syndrome (MNS) in a family with recurrent miscarriage,"Luo X, Yang Z, Zeng J, Chen J, Chen N, Jiang X, Wei Q, Yi P, Xu J.",Mol Genet Genomic Med. 2023 May;11(5):e2145. doi: 10.1002/mgg3.2145. Epub 2023 Feb 3.,Luo X,Mol Genet Genomic Med,2023,2023-02-03 00:00:00,PMC10178794,,10.1002/mgg3.2145
,37169020,Interaction of LARP4 to filamin A mechanosensing domain regulates cell migrations,"Mao Z, Nakamura F.",Front Cell Dev Biol. 2023 Apr 24;11:1152109. doi: 10.3389/fcell.2023.1152109. eCollection 2023.,Mao Z,Front Cell Dev Biol,2023,2023-05-11 00:00:00,PMC10164935,,10.3389/fcell.2023.1152109
,36863213,Filamin A is overexpressed in non-alcoholic steatohepatitis and contributes to the progression of inflammation and fibrosis,"Lu Y, Wang M, Zhao M, Zhang Q, Qian R, Hu Z, Ke Q, Yu L, Wang L, Lai Q, Liu Z, Jiang X, Zhang B, Yang J, Yao Y.",Biochem Biophys Res Commun. 2023 Apr 23;653:93-101. doi: 10.1016/j.bbrc.2023.02.048. Epub 2023 Feb 22.,Lu Y,Biochem Biophys Res Commun,2023,2023-03-02 00:00:00,,,10.1016/j.bbrc.2023.02.048
,37056997,Corrigendum: NudC L279P mutation destabilizes filamin a by inhibiting the Hsp90 chaperoning pathway and suppresses cell migration,"Liu M, Xu Z, Zhang C, Yang C, Feng J, Lu Y, Zhang W, Chen W, Xu X, Sun X, Yang M, Liu W, Zhou T, Yang Y.",Front Cell Dev Biol. 2023 Mar 28;11:1163790. doi: 10.3389/fcell.2023.1163790. eCollection 2023.,Liu M,Front Cell Dev Biol,2023,2023-04-14 00:00:00,PMC10086320,,10.3389/fcell.2023.1163790
,36857526,Identification of Filamin A Mechanobinding Partner III: SAV1 Specifically Interacts with Filamin A Mechanosensitive Domain 21,"Zhang H, Mao Z, Yang Z, Nakamura F.",Biochemistry. 2023 Mar 21;62(6):1197-1208. doi: 10.1021/acs.biochem.2c00665. Epub 2023 Mar 1.,Zhang H,Biochemistry,2023,2023-03-01 00:00:00,,,10.1021/acs.biochem.2c00665
,36806943,The force-dependent filamin A-G3BP1 interaction regulates phase-separated stress granule formation,"Feng Z, Mao Z, Yang Z, Liu X, Nakamura F.",J Cell Sci. 2023 Mar 15;136(6):jcs260684. doi: 10.1242/jcs.260684. Epub 2023 Mar 20.,Feng Z,J Cell Sci,2023,2023-02-22 00:00:00,,,10.1242/jcs.260684
,36704846,Deficiency of filamin A in smooth muscle cells protects against hypoxia‑mediated pulmonary hypertension in mice,"Zheng Y, Ma H, Yan Y, Ye P, Yu W, Lin S, Chen SL.",Int J Mol Med. 2023 Mar;51(3):22. doi: 10.3892/ijmm.2023.5225. Epub 2023 Jan 27.,Zheng Y,Int J Mol Med,2023,2023-01-27 00:00:00,PMC9911089,,10.3892/ijmm.2023.5225
,36399251,Direct and Indirect Effects of Filamin A on Tau Pathology in Neuronal Cells,"Levert S, Pilliod J, Aumont É, Armanville S, Tremblay C, Calon F, Leclerc N.",Mol Neurobiol. 2023 Feb;60(2):1021-1039. doi: 10.1007/s12035-022-03121-w. Epub 2022 Nov 18.,Levert S,Mol Neurobiol,2023,2022-11-18 00:00:00,PMC9849303,,10.1007/s12035-022-03121-w
,36253584,"Albumin, filamin-A and cytokeratin 19 help distinguish intrahepatic cholangiocarcinoma from extrahepatic adenocarcinoma","Chung YS, Jeon Y, Yoo JE, Chung T, Ryu HJ, Kim H, Rhee H, Park YN.",Hepatol Int. 2023 Feb;17(1):77-85. doi: 10.1007/s12072-022-10428-2. Epub 2022 Oct 17.,Chung YS,Hepatol Int,2023,2022-10-17 00:00:00,,,10.1007/s12072-022-10428-2
,36596803,Filamin A organizes γ‑aminobutyric acid type B receptors at the plasma membrane,"Jobin ML, Siddig S, Koszegi Z, Lanoiselée Y, Khayenko V, Sungkaworn T, Werner C, Seier K, Misigaiski C, Mantovani G, Sauer M, Maric HM, Calebiro D.",Nat Commun. 2023 Jan 3;14(1):34. doi: 10.1038/s41467-022-35708-1.,Jobin ML,Nat Commun,2023,2023-01-03 00:00:00,PMC9810740,,10.1038/s41467-022-35708-1
