Main,Unnamed: 1,Unnamed: 2
,Brand Name,Lovenox
,Generic Name,enoxaparin
,Competition,Rivaroxaban proved superior to Lovenox in VTE prevention. Unfractionated heparin is another competitor.
,Indication,Venous Thromboembolism
,IP,Appeals court ruled patent unenforceable 5/14/2008. FDA must approve a generic Lovenox.
,,"Amphastar/WPI, TEVA and Sandoz/MNTA are attempting to genericize. FDA must decide however has been indecisive for 3 years."
,Mechanism,LMWH.
,Clinical Trials,
,,
,,
,,PREVAIL Phase III - Lovenox vs UFH n=1768
,,Superior in VTE events (43% RR) and trends higher in major bleeds.
,,
,,
,,
,,EXCLAIM Phase III - Lovenox vs placebo in AMI n=5043
,,44% RR for VTE.
