Main,Unnamed: 1,Unnamed: 2
,Brand Name,Symbicort
,Mechanism,Combination LABA (formoterol is also fast acting 1-2 minutes) and corticosteroid
,Administration,Inhaled - SMART variable dosing filed - allows patient to use 1-4 inhalations bid to prevent attacks - no second inhaler needed (second inhaler with salbutamol needed)
,,Turbuhaler device. Also developed as an MDI.
,Indication,"Asthma, COPD"
,Economics,"100%, jointly promoting with Astellas in Japan."
,Competition,Advair. Symbicort can be used to prevent as well as treat acute attacks.
,,  Symbicort's formoterol has an onset of action of 5 minutes vs sameterol's 30-60 minutes.
,Timeline,Launched 5/18/2007.
,IP,AG in the US
,Clinical Trials,COSMOS - significant decrease in asthmatic exacerbations in patients using Symbicort SMART compared to Advair - 30% reduction
,,COMPASS - Symbicort reduced exacerbations 39% more than Advair and 28% more than fixed-dose Symbicort
,,SMILE
,,4 head-to-head trials of Symbicort vs Advair
,,SUND showed patient-controlled variability of dosing reduced exacerbations by 40% vs Advair
,,
,US,598
,EM,450
,EU,286
,ROW,157
,Total,1491
