Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0
,Mvasi launch,,,127.0,798.0,1166.0,901.0,800.0,727.0
,Amjevita launch,,,215.0,331.0,439.0,460.0,626.0,761.0
,Kanjinti,,,226.0,567.0,572.0,316.0,62.0,
,,,,,,,,,
,End-Product,121.74749999999999,683.68,922.968,1246.0068,1682.1091800000002,2270.8473930000005,3065.643980550001,
,Revenue,48.699,273.472,369.1872,498.40272000000004,672.8436720000001,908.3389572000002,1226.2575922200003,
,COGS,160.856,185.309,184.5936,249.20136000000002,336.42183600000004,454.1694786000001,613.1287961100002,
,Gross Profit,-112.157,88.16299999999998,184.5936,249.20136000000002,336.42183600000004,454.1694786000001,613.1287961100002,
,R&D,210.827,171.312,,,,,,
,G&A,76.559,65.713,78.8556,94.62671999999999,113.55206399999999,136.26247679999997,163.51497215999996,
,OpEx,287.38599999999997,237.025,78.8556,94.62671999999999,113.55206399999999,136.26247679999997,163.51497215999996,
,OpInc,-399.54299999999995,-148.86200000000002,105.73800000000001,154.57464000000004,222.86977200000007,317.9070018000001,449.6138239500002,
,,,,,,,,,
,Gross Margin,-2.3030657713710756,0.3223840100631874,0.5,0.5,0.5,0.5,0.5,
