Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,Indication,Phase,Economics,Administration,Mechanism,Competition,IP,,Price,16.0,
,TPOXX (tecovirimat),Smallpox,II,100% (ongoing litigation),Capsule,orthopoxvirus egress inhibitor,"BAVA, CMRX, EBS",2023,,Shares,72.566367,Q122
,Dengue Virus program,Dengue Fever,Pre-clinical,1,TBD,anti-viral,SNY,2026,,MC,1161.061872,
,ST-193,Lassa Fever,Pre-clinical,1,TBD,anti-viral,ribavirin,2026,,Cash,153.259914,Q122
,ST-294,Arenaviruses,Pre-clinical,1,TBD,anti-viral,ribavirin,2026,,Debt,0.0,Q122
,ST-383,"Ebola, Marburg",Pre-clinical,1,TBD,anti-viral,siRNA,2026,,EV,1007.801958,
,ST-669,Viral Infection,Pre-clinical,1,TBD,anti-viral,siRNA,2026,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,"August 10, 2014: Judge rules PharmAthene is entitled to a lump sum damage award in a still unspecified amount, Siga to appeal",,,,,,,
,,,,,"August 1, 2013: Selects Lead Candidate for Dengue Antiviral Program",,,,,,,
,,,,,"July 16, 2013: Meets Drug Delivery Condition Under BARDA Contract and Qualifies for First Payment for Delivering Arestvyr",,,,,,,
,,,,,"May 26, 2013: Court Reverses Equitable Payment Stream to PharmAthene and Remands Litigation to Trial Court for New Determination of Damages",,,,,,,
,,,,,"March 12, 2013: Delivers First Courses of Arestvyr Under BARDA Contract",,,,,,,
,,,,,"June 12, 2012: Files Notice of Appeal in PharmAthene Litigation",,,,,,,
,,,,,December 2011: Delaware court rejects SIGA appeal,,,,,,,
,,,,,"September 2011: Delaware court awards PIP 50% of SIGA's net profits on ST-246, SIGA to appeal",,,,,,,
,,,,,"June 2011: Objections to BARDA contract withdrawn, HS will purchase 1.7 million doses of STA-246",,,,,,,
,,,,,October 2010: SIGA awarded contract to deliver 1.7 million courses of ST-246 to HHS (RFP-BARDA-09-35) - base contract expected to generate $433 million,,,,,,,
,,,,,"February 13, 2007: Began multi-dose Phase I of ST-246",,,,,,,
