Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0
,Revenue,,,4390,,3738,3661,3641,3517,3290,3268,3268,3268,,,,19687.0,17478.0,14557.0,,,,
,COGS+D&A,,,2807,,2550,2486,2605,2488,2400,2396,,,,,,12507.0,11107.0,10129.0,,,,
,Gross Margin,,,1583,,1188,1175,1036,1029,890,872,,,,,,7180.0,6371.0,4428.0,,,,
,SG&A,,,792,,721,790,791,896,823,742,,,,,,2895.0,3078.0,3198.0,,,,
,Operating Income,,,791,,467,385,245,133,67,130,,,,,,4285.0,3293.0,1230.0,,,,
,Interest Expense,,,363,,279,294,295,290,291,373,,,,,,1522.0,1332.0,1158.0,,,,
,Pretax Income,,,428,,188,91,-50,-157,-224,-243,,,,,,2763.0,1961.0,72.0,,,,
,Taxes,,,0,,46,46,0,-31,45,8,,,,,,668.0,557.0,61.0,,,,
,Net Income,,,428,,142,45,-50,-126,-269,-251,,,,,,2095.0,1404.0,11.0,,,,
,EPS,,,0.4208402449132902,,0.14438920822855794,0.04575714345271203,-0.050836256418077375,-0.12816848255637125,-0.27274699826212506,-0.2542444129537022,,,,,,1.9638575223711026,1.393524873525707,0.011189311969207014,,,,
,Shares,,,1017.013,,983.453,983.453,983.55,983.081,986.262,987.239,,,,,,1066.778,1007.517,983.081,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,-0.10734771920240371,,,,,,,-0.11220602427998172,-0.16712438494106874,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,1495,,,,,,,,,,,,
,AR,,,,,,,,,,1294,,,,,,,,,,,,
,Other,,,,,,,,,,971,,,,,,,,,,,,
,PP&E,,,,,,,,,,20089,,,,,,,,,,,,
,Goodwill,,,,,,,,,,7091,,,,,,,,,,,,
,Other,,,,,,,,,,2003,,,,,,,,,,,,
,Assets,,,,,,,,,,32943,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,,,,,18603,,,,,,,,,,,,
,AP,,,,,,,,,,995,,,,,,,,,,,,
,Accrued,,,,,,,,,,1881,,,,,,,,,,,,
,DR,,,,,,,,,,2782,,,,,,,,,,,,
,DT,,,,,,,,,,3142,,,,,,,,,,,,
,Pension,,,,,,,,,,2437,,,,,,,,,,,,
,Other,,,,,,,,,,2637,,,,,,,,,,,,
,SE,,,,,,,,,,466,,,,,,,,,,,,
,L+SE,,,,,,,,,,32943,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,595,-100,881,784,1102,511,,,,,,6501.0,4735.0,2160.0,,,,
,CX,,,,,640,796,843,821,713,753,,,,,,2900.0,3016.0,3100.0,,,,
,FCF,,,,,-45,-896,38,-37,389,-242,,,,,,3601.0,1719.0,-940.0,,,,
,+ Interest Expense,,,,,234,-602,333,253,680,131,,,,,,5123.0,3051.0,218.0,,,,
