Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,,,,,,,2023-06-30 00:00:00,2023-09-30 00:00:00,2023-12-31 00:00:00,2024-03-31 00:00:00,2024-06-30 00:00:00,2024-09-30 00:00:00,2024-12-31 00:00:00,2025-03-31 00:00:00,2025-06-30 00:00:00,,,2019-06-30 00:00:00,2020-06-30 00:00:00,2021-06-30 00:00:00,2022-06-30 00:00:00,2023-06-30 00:00:00,2024-06-30 00:00:00,2025-06-30 00:00:00,,,,
,,,,,,,,FQ124,FQ224,FQ324,FQ424,FQ125,FQ225,FQ325,FQ425,,,F2019,F2020,F2021,F2022,F2023,F2024,F2025,,,,
,DR,,,,,,,,,,199.8,188.6,236.7,199.8,,,,,,,,,,,,,,
,Reverse repo,,,,,,,,,,385.4,679.1,0,385.4,,,,,,,,,,,,,,
,Debt,,,,,,,,,,2992.4,8357.099999999999,3982.5,2992.4,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,15.1,170.4,4.4,15.1,,,,,,,,,,,,,,
,Fund Obligations,,,,,,,,,,39503.9,28720.9,48482.2,39503.9,,,,,,,,,,,,,,
,Leases,,,,,,,,,,328.6,316.1,300.3,328.6,,,,,,,,,,,,,,
,OL,,,,,,,,,,990.8,977,999.3,990.8,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,64.3,154.4,90.8,64.3,,,,,,,,,,,,,,
,LTDR,,,,,,,,,,360.1,361.5,343.1,360.1,,,,,,,,,,,,,,
,Liabilities,,,,,,,,,,49815.100000000006,44162.8,59018.600000000006,49815.100000000006,,,,,,,,,,,,,,
,SE,,,,,,,,,,,5348.6,5078.1,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,49511.4,64096.700000000004,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,326.5,1032.4,1498.1,1300.6000000000004,824.4,1150.3000000000002,1525.7999999999997,1300.6000000000004,,,2688.3,3026.2,3093.3,3099.5,4207.6,4157.6,4801.1,,,,
,CX,,,,,,,39.3,54.8,59.599999999999994,54.70000000000002,58.8,39.400000000000006,36.39999999999999,54.70000000000002,,,162,172.7,178.6,174.4,206.3,208.4,189.3,,,,
,FCF,,,,,,,287.2,977.6000000000001,1438.5,1245.9000000000003,765.6,1110.9,1489.3999999999996,1245.9000000000003,,,2526.3,2853.5,2914.7000000000003,2925.1,4001.3,3949.2000000000003,4611.8,5072.9800000000005,5580.278000000001,6138.305800000002,6752.136380000003
,,,,,,,,,,,,,,,,,,,0.1295174761508926,0.021447345365340986,0.003568120218204074,0.3679190455027179,-0.013020768250318615,0.167780816367872,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009
