Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,2022.0,2023.0,2024.0
,Revenue,86392.0,91471.0,91854.0
,COGS,40576.0,41881.0,41744.0
,Gross Profit,45816.0,49590.0,50110.0
,SG&A,34459.0,36677.0,37190.0
,Operating Income,11357.0,12913.0,12920.0
,Interest,-919.0,-819.0,-919.0
,Pretax Income,10438.0,12094.0,12001.0
,Taxes,1659.0,2181.0,2272.0
,Net Income,8779.0,9913.0,9729.0
,EPS,6.3294881038211965,7.1677512653651485,7.060232220609579
,Shares,1387.0,1383.0,1378.0
,,,,
,Revenue y/y,,0.05879016575608853,0.0041871194148965785
,Gross Margin,0.5303268821187147,0.5421390386023985,0.5455396607659982
,Operating Margin,0.13145893138253542,0.1411704255993703,0.14065800074030527
,,,,
,,,,
,,,,
,CFFO,10811.0,13442.0,12507.0
,CX,5207.0,5518.0,5318.0
,FCF,5604.0,7924.0,7189.0
