Main,Unnamed: 1,Unnamed: 2
,Brand,M1095
,Generic,sonelokimab 
,Indication,hidradenitis suppurativa
,MOA,IL-17A/F nanobody
,Economics,MRK GR
,Regulatory,mid-2026 BLA
,Clincial Trials,
,,"Phase III ""VELA-1"" HS - NCT0641189"
,,September 2025 PE
,,
,,"Phase III ""VELA-2"" HS - "
,,
,,
,,"Phase III ""IZAR"""
,,
,,
,,
,,
,,"Phase II ""MIRA"" n=234 HS vs. adalimumab"
,,HISCR75 PE
,,43.3% vs. 14.7% for placebo at week 12
,,60% at week 24 HISCR75
,,25% at week 24 IHS4-100
,,
,,
,,"Phase II ""ARGO"" PsA"
,,
,,
,,"Phase III ""PIONEER"" adalimumab vs. placebo"
,,30.1% vs. 13.9%
,,
,,"Phase III ""SUNSHINE"" secukinumab vs. placebo"
,,26.6% vs. 15.0%
,,
,,"Phase III ""HEARD I/II"" bimekizumab vs. placebo"
,,34.6% vs. 17%
