Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Name,Indication,Class,Rights,Approved,IP,,Price GBP,14.46,
,Advair/Seretide (fluticasone/salmeterol),"Asthma, COPD",Steroid/LABA,1,1998,3-way market in US: TEVA/VTRS,,Price USD,39.23,
,Shingrix,Shingles Prevention,Vaccine,100%?,2017-10-20 00:00:00,Vaccine,,Shares,4137.0,Q125
,Triumeq (abacavir/dolutegravir/lamivudine),HIV,NRTI/NRTI/Integrase,1,2014-08-22 00:00:00,2027-10-05 00:00:00,,MC GBP,59821.020000000004,
,Tivicay (dolutegravir),HIV,Integrase,1,2013-08-12 00:00:00,2027-10-05 00:00:00,,Cash GBP,0.0,Q125
,Dovato (dolutegravir/lamivudine),HIV,NRTI/Integrase,1,2019-04-08 00:00:00,2027-10-05 00:00:00,,Debt GBP,13947.0,Q125
,Juluca (dolutegravir/rilpivirine),HIV,NNRTI/Integrase,JNJ,2017-11-21 00:00:00,2027-10-05 00:00:00,,EV GBP,73768.02,
,"Trelegy (fluticasone, umeclidinium, vilanterol)",Asthma/COPD,Steroid/LABA/Muscarinic,???,2017-09-18 00:00:00,2030 latest patent,,,,
,Nucala (mepolizumab),Asthma,IL-5 inhibitor,1,,,,,,
,Benlysta (belimumab),Lupus,TRAIL/BLYS,HGSI,2011-03-09 00:00:00,Antibody,,,,
,Boostrix,Whooping Cough,Vaccine,1,,Vaccine,,CEO: Emma Walmsley,,
,Pediarix,HBV/Polio,Vaccine,1,,Vaccine,,CCO: Luke Miels,,
,Priorix,MMR Vaccine,Vaccine,1,,Vaccine,,ViiV: Deborah Waterhouse,,
,Infanrix,Diptheria/Tetanus,Vaccine,1,,Vaccine,,,,
,Cervarix,HPV / Cervical Cancer,Vaccine,"95%, AZN",US: 10/09,Vaccine,,,,
,Flovent (fluticasone),Asthma,Steroid,1,1996,"Expired but no generics, Diskus",,,,
,Engerix,HBV,Vaccine,1,,Vaccine,,,,
,Rotarix,Rotavirus,Vaccine,100%?,2008?,Vaccine,,,,
,Fluarix/Fluviral/FluLaval,Flu,Vaccine,,,Vaccine,,,,
,Synflorix,Pneumococcal Virus,Vaccine,"100%, EU only?",Approved,Vaccine,,,,
,Prolia (denosumab),Osteoporosis,RANK ligand,AMGN,Q2 2010,Antibody,,,,
,Kinrix,Infanrix+Polio,Vaccine,,2008,Vaccine,,,,
,,,,,Phase,Notes,,,,
,Potiga/Trobalt (retigabine/ezogabine),Epilepsy,Potassium Channel,VRX,,Economics?,,,,
,Menhibrix HiB-MenCY/134612,"Meningitis C&Y, Haemophilus Influenzae B",Vaccine,1,,Vaccine,,,,
,Relovair (642444 LABA),"Asthma, COPD",Steroid/LABA,THRX,III,NCEs,,,,
,208136,MMRV Vaccine,,1,III,,,,,
,MAGE,"NSCLC, Melanoma",,100%?,III,,,,,
,Nimenrix,MenAWCY,Vaccine,1,III,,,,,
,Mosquirix,Marlaria,Vaccine,1,III,Africa only?,,,,
,GSK1605786,Crohn's Disease,CCR9,ChemoCentryx,III,,,,,
,Amigal (migalastat),Fabry Disease,Chaperone,FOLD,III,,,,,
,GSK1120212,Melanoma,MEK,JT,III,,,,,
,IPX066,Parkinson's,Carbi/Levodopa,IPXL,III,,,,,
,GSK2251052,Gram-Negative,Antibiotic,ANAC,II,,,,,
,depemokimab,Asthma,IL-5 inhibitor,,III,,,,,
,bepirovirsen,HBV,,,II,,,,,
,gepotidacin,"gonorrhoea, cUTI",Antibiotic,,III,,,,,
,tebipenem pivoxil,,,,,,,,,
,AIO-001,,,TSLP mab,,,,,,
,,ADA-SCID,Gene Therapy,Fondazione Telethon,II,,,,,
,649868,Insomnia,Orexin,?,II,,,,,
,2245840,SIRT1,Sirtuin,1,II,,,,,
,NS2359,Depression,,NEUR DC,II,,,,,
,573719,COPD,Muscarinic,1,II,,,,,
,742457,Dementia,5-HT6 antagnoist,1,II,NCE,,,,
,2189241A,Pneumococcal Virus,,1,I,,,,,
,2141785,Cancer,AKT,1,I,,,,,
,816,Smoking Cessation,,1,II,,,,,
,linerixibat,PBC,,,,,,,,
,842470,"Asthma, COPD",PDE4,1,II,,,,,
,008 CRF1,"Anxiety, IBS",,NBIX,II,,,,,
,679586,Asthma,,1,II,Antibody,,,,
,315234,Rheumatoid Arthritis,,1,II,Antibody,,,,
,249320,Stroke,,1,II,Antibody,,,,
,solabegron,IBS,,,II,,,,,
,561679,Depression,,1,II,,,,,
,372475,Depression,Triple/MAO,,II,,,,,
,842166,Inflammatory Pain,CB2 ago.,,II,,,,,
,'699,Multiple Sclerosis,VLA4,1,I,,,,,
,656398,,Muscarinic,1,I,,,,,
,2401502,Melanoma,,?,I,Antibody,,,,
,1070806,Metabolic,,1,I,Antibody,,,,
,1223249,ALS,,1,I,Antibody,,,,
,933776,Alzheimer's,,1,I,Antibody,,,,
,1278863A,Anemia,,1,I,,,,,
,256066,Asthma - inhaled PDE4,,1,I,,,,,
,656933,"COPD, UC",IL8 antagonist,1,I,,,,,
,1557484A,Pre-Pandemic Flu Vaccine,,1,II,,,,,
,1034702,Schizophrenia,,1,I,,,,,
,1363089,Cancer,,EXEL,I,,,,,
,APN01,ARDS,rACE,?,I,,,,,
,692342,TB vaccine,,1,I,,,,,
,856553,COPD - p38 kinase,,1,I,,,,,
,iboctadekin,Cancer,IL-18,?,I,,,,,
,962040,Gastroparesis,,1,I,,,,,
,756060,Type 2 Diabetes,,1,I,,,,,
,870086,Asthma - glucocorticoid a.,,1,I,,,,,
,2190915/fiboflapon,Asthma,,1,I/II,,,,,
,961081,COPD - muscarinic LABA,,1,I,,,,,
,N. meningitides,Meningitis,Vaccine?,,,,,,,
,Streporix,Strep pneumoniae,Vaccine?,,,,,,,
,H5N1,Bird Flu,Vaccine,,,,,,,
,Boostrix,Adult Whooping Cough,Vaccine,,,,,,,
,Talnetant,Anti-Psychotic,,,,,,,,
,406381,Pain,,,,,,,,
,Ariflo,COPD,,,,10/03 approvable PDE4 inhibitor,,,,
,690693,Cancer,AKT,1,I,,,,,
