Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Stock,P&L,Value,,Buys,Sells,,,,
,AAPL,6,-65369,65369.0,640,869,225.468,225.551,144299.52,196003.819
,ADBE,417,-45835,45835.0,75,135,437.665,438.525,32824.875,59200.875
,AMZN,56,24995,24995.0,495,290,192.77372,193.00731,95422.9914,55972.1199
,BABA,-25,0,0.0,240,225,132.82667,132.82833,31878.400800000003,29886.374249999997
,GOOGL,95,-17240,17240.0,785,965,165.13654,165.3895,129632.1839,159600.8675
,HOOD,-179,12831,12831.0,2735,2265,37.029,37.07,101274.315,83963.55
,META,186,53191,53191.0,927,897,592.80668,593.33118,549531.7923600001,532218.06846
,MSFT,22,0,0.0,60,60,381.3,381.81,22878.0,22908.6
,MSTR,200,84547,84547.0,3113,2639,241.89989,241.57793,753034.35757,637524.15727
,NFLX,305,110912,110912.0,450,321,861.25,863.288,387562.5,277115.448
,NVDA,45,10697,10697.0,1155,1025,107.17,107.42,123781.35,110105.5
,TSLA,622,36170,36170.0,1675,1500,228.593,228.85539,382893.27499999997,343283.085
,Total,1750,204899,461787.0,12350,11191,,,2755013.56103,2507782.46438
,,0.0037896259530909274,0.44370889609278735,,,,,,5262796.02541,
