Main,Unnamed: 1,Unnamed: 2
,Brand Name,Tasigna
,Generic Name,"nilotinib, AMN107"
,Indication,Glivec-Refractory/Resistant Philadelphia-Chromosome Positive CML.Chronic Phase/Accelerated Phase.
,Approved,10/30/2007 FDA
,Dosage,400mg orally bid.
,Mechanism,"Bcr-Abl Kinase inhibitor. Overcomes 32/33 imatinib-resistant mutations. 20-60nM at Bcr-Abl, 69nM at PDGFR and 210nM at c-KIT."
,Side Effects,Myelosuppression/cytopenia. QT prolongation including sudden death has been seen (5/867) trial and similar in EAP.
,,  Mean placebo-adjusted QTcF from baseline was 18msec in placebo-controlled study.
,,  Mean placebo-adjusted QTcF from baseline in pivotal study was 10msec with >60sec increase occurring in 2.1% of patients and >500msec occurring in <1%.
,Clinical Trials,
,,
,,"Phase III ""ENESTnd"" Tasigna vs Gleecvec - published in NEJM 2010."
,,
,,
,,Phase III vs DTIC in Melanoma with c-Kit
,,
,,
,,Phase II study of nilotinib in imatinib-resistant or intolerant patients with CML in Blast Crisis or R/R Ph+ ALL
,,
,,Phase II pivotal study of nilotinib in imatinib-resistant or intolerant patients with CML in accelerated phase/chronic phase 
,,"73% imatinib resistant, 27% intolerant."
,,"Chronic phase response rate was 40% (28% CR, 12% PR). Accelerated phase response rate was 26%."
,,  Not active against T315I mutation.
,,
,,"Phase II study of nilotinib in patients with imatinib resistant or intolerant CML in chronic phase, accelerated phase or blast crisis who have failed dasatinib"
,,
,,Phase II study of nilotinib in systemic mastocytosis
,,
,,Phase II study of nilotinib in hypereosiniphilic syndrome
