Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92
,# pts,,,,,0,0,0,0,,0.0,0.0,0.0,0.0,1377.0,2809.08,4297.8924,5845.133664,7452.5454216,9121.9155960384,10855.079559285696,12653.921314824469,14520.374708761077,16456.424669929223,1678.5553163327809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,424 Price,,,,,100,100,100,100,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,424 Revs,,,,,0,0,0,0,,0.0,0.0,0.0,0.0,137.7,280.908,429.78924,584.5133664,745.2545421599999,912.19155960384,1085.5079559285696,1265.3921314824468,1452.0374708761076,1645.6424669929224,167.8555316332781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Royalty Rate,,,,,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Royalty Revs,,,,,0,0,0,0,,0.0,0.0,0.0,0.0,13.77,42.1362,64.468386,116.90267328,149.050908432,182.438311920768,217.10159118571391,253.07842629648937,290.40749417522153,329.1284933985845,33.571106326655624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Contract revs,16737,49737,16737,85737,85737,85737,85737,85737,,659.0,5755.0,168948.0,342948.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,License & royalty revs,551,110,135,133,133,133,133,133,,3260.0,3510.0,929.0,532.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,424 Revenues,0,0,0,0,9450,37800,75600,113400,,0.0,0.0,0.0,236250.0,597780.0,831644.7187499999,1089092.54163375,1409722.2016508842,1746975.8454984128,2126613.608787759,662101.7146908253,482253.48990162177,526457.8096885079,572260.3183772695,283996.8860547012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total revenues,17288,49847,16872,85870,95320,123670,161470,199270,,3919.0,9265.0,169877.0,579730.0,602980.0,836844.7187499999,1094292.54163375,1414922.2016508842,1752175.8454984128,2131813.608787759,667301.7146908253,487453.48990162177,531657.8096885079,577460.3183772695,289196.8860547012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COGS,0,0,0,0,0.4725,1.89,3.78,5.670000000000001,,0.0,0.0,0.0,11.8125,29889.0,41582.235937499994,54454.627081687504,70486.11008254421,87348.79227492065,106330.68043938797,33105.085734541266,24112.67449508109,26322.8904844254,28613.01591886348,14199.844302735059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D,31439,28883,30609,32774,33429.48,34098.0696,34780.030992,35475.63161184,,146362.0,119442.0,123705.0,137783.21220384,137783.21220384,137783.21220384,137783.21220384,137783.21220384,137783.21220384,137783.21220384,68891.60610192,68891.60610192,68891.60610192,68891.60610192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SG&A,5794,7485,8458,10765,11518.550000000001,12324.848500000002,13187.587895000002,14110.719047650004,,17073.0,27580.0,32502.0,51141.70544265001,52675.95660592951,54256.235304107395,55883.92236323062,57560.44003412754,59287.253235151366,61065.87083220591,30532.935416102955,27479.64187449266,24731.677687043393,22258.509918339056,20032.65892650515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total expenses,37233,36368,39067,43539,44948.50250000001,46424.8081,47971.398887,49592.02065949,,163435.0,147022.0,156207.0,188936.73014649,220348.1688097695,233621.6834454474,248121.7616487581,265829.76232051174,284419.257713912,305179.76347543387,132529.6272525642,120483.92247149374,119946.1742733888,119763.13193912254,34232.50322924021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Income,-19945,13479,-22195,42331,50371.49749999999,77245.1919,113498.601113,149677.97934051,,-159516.0,-137757.0,13670.0,390793.26985350996,382631.8311902305,603223.0353045525,846170.779984992,1149092.4393303725,1467756.5877845008,1826633.8453123253,534772.0874382611,366969.567430128,411711.6354151191,457697.186438147,254964.38282546095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Interest, other",-15457,-10104,-10164,-9789,-9789,-9789,-9789,-9789,,-19404.0,-74113.0,-45514.0,-39156.0,-39156.0,-39156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,-35402,3375,-32359,32542,40582.49749999999,67456.1919,103709.601113,139888.97934051,,-178920.0,-211870.0,-31844.0,351637.26985350996,343475.8311902305,564067.0353045525,846170.779984992,1149092.4393303725,1467756.5877845008,1826633.8453123253,534772.0874382611,366969.567430128,411711.6354151191,457697.186438147,254964.38282546095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tax,327,331,-658,0,0,23609.667165,36298.36038955,48961.1427691785,,0.0,0.0,0.0,108869.1703237285,120216.54091658066,197423.46235659337,296159.77299474715,402182.35376563034,513714.80572457524,639321.8458593138,187170.2306033914,128439.34860054479,144099.07239529167,160194.01525335142,89237.53398891132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,-35729,3044,-31701,32542,40582.49749999999,43846.524735000006,67411.24072345,90927.83657133151,,-178920.0,-211870.0,-31844.0,242768.09952978147,223259.29027364985,366643.5729479592,550011.0069902448,746910.0855647421,954041.7820599256,1187311.9994530114,347601.8568348697,238530.2188295832,267612.5630198275,297503.17118479556,165726.84883654962,157440.50639472212,149568.48107498602,142090.05702123672,134985.55417017487,128236.27646166613,121824.46263858282,115733.23950665367,109946.57753132097,104449.24865475492,99226.78622201717,94265.4469109163,89552.17456537049,85074.56583710195,80820.83754524685,76779.7956679845,72940.80588458526,69293.765590356,65829.07731083818,62537.623445296274,59410.74227303146,56440.20515937988,53618.19490141088,50937.28515634034,48390.42089852332,45970.899853597155,43672.354860917294,41488.737117871424,39414.30026197785,37443.58524887895,35571.405986435006,33792.83568711326,32103.193902757594,30498.034207619712,28973.132497238727,27524.475872376788,26148.25207875795,24840.83947482005,23598.797501079047,22418.857626025092,21297.914744723836,20233.019007487645,19221.36805711326,18260.299654257597,17347.284671544716,16479.920437967477,15655.924416069103,14873.128195265648,14129.471785502365,13422.998196227245,12751.848286415881,12114.255872095087,11508.543078490333,10933.115924565816,10386.460128337525,9867.137121920648,9373.780265824616,8905.091252533386,8459.836689906717,8036.84485541138,7635.002612640811,7253.25248200877,6890.589857908331,6546.060365012914,6218.757346762268,5907.819479424154,5612.428505452946,5331.807080180299
,Earnings per share,-0.2984205734713139,0.023727307449470346,-0.2594423393267806,0.26464225883577575,0.3283882904816224,0.3400736047025554,0.5202403182066778,0.6982363952652362,,-1.992760483376956,-2.0581292559960365,-0.26181471371723614,1.8954581267386112,1.725880580868317,2.820195511852017,4.230644385530421,5.7451776779561206,7.338419518038571,9.132716946604438,2.6737280260365286,1.8347569743974546,2.0584562360536895,2.28837260501002,1.2747587841899914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares out,119727,128291,122189,122966,123580.82999999999,128932.45499999999,129577.11727499997,130225.00286137496,,89785.0,102943.0,121628.0,128078.85128409372,129359.63979693466,130006.43799591932,130006.43799591932,130006.43799591932,130006.43799591932,130006.43799591932,130006.43799591932,130006.43799591932,130006.43799591932,130006.43799591932,130006.43799591932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash & equiv,404746,414088,388804,424168,,,,,,178767.0,449824.0,424168.0,,,,,,,,,,,,,,Maturity,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marketable securities,17494,8102,6781,,,,,,,19257.0,20594.0,0.0,,,,,,,,,,,,,,Discount,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Restricted cash,19045,18980,18993,,,,,,,0.0,19032.0,0.0,,,,,,,,,,,,,,NPV,2655264.7103621415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accts receivable,5253,6360,4735,,,,,,,1050.0,163661.0,0.0,,,,,,,,,,,,,,Share,21.76446483903395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Prepaid expenses, other",4269,3763,3232,,,,,,,6420.0,2944.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total current assets,450807,451293,422545,,,,,,,205494.0,656055.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marketable securities,14,0,0,,,,,,,19759.0,3513.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Restricted cash,37447,28267,28375,,,,,,,0.0,37191.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Property & equip,1808,2159,2385,,,,,,,2796.0,1752.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,12587,11962,11335,,,,,,,4339.0,13879.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total assets,502663,493681,464640,489581,,,,,,232388.0,712390.0,489581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accts payable,13304,9158,7750,,,,,,,15679.0,20964.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accrued comp,7842,8019,10920,,,,,,,9330.0,13418.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interest payable,9553,4750,9500,,,,,,,5273.0,7094.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other current liabilities,14537,17740,20708,,,,,,,14893.0,17441.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deferred rev,67020,67000,66980,,,,,,,62.0,67030.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accrued restructuring,5688,4277,1664,,,,,,,5100.0,6879.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total current liabilities,117944,110944,117522,,,,,,,50337.0,132826.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Convert sr notes,261408,266304,271315,276445,,,,,,130969.0,308059.0,276445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Convert subord notes,16292,16521,16753,16987,,,,,,265198.0,135079.0,16987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deferred rev,221432,204695,187958,,,,,,,0.0,238169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other liabilities,0,0,0,,,,,,,6634.0,641.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total liabilities,617076,598464,593548,,,,,,,453138.0,814774.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,-114413,-104783,-128908,-88644,,,,,,-220750.0,-102384.0,-88644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total liabilities & SE,502663,493681,464640,489581,,,,,,232388.0,712390.0,489581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net loss,-35729,3044,-31701,32542,,,,,,,-211870.0,-31844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Non-cash restructuring,-115,-145,-139,-120,,,,,,,2011.0,-519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D&A,6396,5885,5378,5500,,,,,,,16690.0,23159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stock-based comp,3121,3555,4059,4500,,,,,,,9980.0,15235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Loss on embedded deriv liability,0,0,0,0,,,,,,,34300.0,15235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Loss/impair on repurchase of notes,3988,0,0,0,,,,,,,5727.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Realized loss/gain investments,0,0,134,0,,,,,,,1339.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Change in working capital,125162,-15105,-7252,0,,,,,,,154181.0,102805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash fr operating activities,102823,-2766,-29521,42422,,,,,,,12358.0,124205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cap ex,-306,-598,-466,-500,,,,,,,-387.0,-1870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marketable securities,6822,10272,1321,0,,,,,,,16839.0,18415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,0,0,0,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash fr investing activities,6516,9674,855,-500,,,,,,,16452.0,16545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stock fr plans,4227,2434,3383,4000,,,,,,,2061.0,14044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Issuance of common stock,0,0,0,0,,,,,,,132336.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Change in restricted cash,0,0,0,0,,,,,,,-56223.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Repurchase/proceeds fr notes,-158644,0,0,0,,,,,,,164080.0,-158644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash fr financing activities,-154417,2434,3383,4000,,,,,,,242254.0,14044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Change in cash,-45078,9342,-25283,45922,,,,,,,271064.0,154794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Beginning cash,449824,404746,414088,388805,,,,,,,178767.0,449824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ending cash,404746,414088,388805,434727,,,,,,,449824.0,604618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
