Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,Q124,Q224,Q324,Q424,Q125,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425
,Energy,,,,,,457,,,,557,,,
,Ags/Metals,,,,,,72,,,,64,,,
,Financials,,,,,,135,,,,156,,,
,Cash Equities,,,,,,99,,,,119,,,
,OTC,,,,,,103,,,,103,,,
,Data,,,,,,235,,,,246,,,
,Listings,,,,,,122,,,,122,,,
,Exchanges,,,,,,1223,,,,1367,,,
,FI Execution,,,,,,26,,,,31,,,
,CDS,,,,,,93,,,,94,,,
,FI Data,,,,,,288,,,,299,,,
,Data/Network,,,,,,161,,,,172,,,
,Fixed Income,,0,0,0,,568,0,0,0,596,0,,
,Origination,,,,,,174,,,,175,,,
,Closing,,,,,,44,,,,47,,,
,Servicing,,,,,,214,,,,221,,,
,Data/Analytics,,,,,,67,,,,67,,,
,Mortgages,,,,,,499,,,,510,,,
,Revenue,,,,,,2290,,,,2473,,,
,Compensation,,,,,,462,,,,481,,,
,Tech/Communication,,,,,,205,,,,213,,,
,Professional,,,,,,36,,,,40,,,
,SG&A,,,,,,78,,,,76,,,
,Rent,,,,,,29,,,,21,,,
,Operating Expenses,,0,0,0,,810,0,0,0,831,,,
,Operating Income,,0,0,0,,1480,0,0,0,1642,,,
,Interest Income,,,,,,-99,,,,-154,,,
,Pretax Income,,0,0,0,,1381,0,0,0,1488,,,
,Taxes,,,,,,197,,,,270,,,
,Net Income,,0,0,0,,1184,0,0,0,1218,,,
,EPS,,,,,,2.0591304347826087,,,,2.1109185441941074,,,
,Shares,,,,,,575,,,,577,,,
,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,0.07991266375545858,,,
,Operating Margin,,,,,,0.6462882096069869,,,,0.6639708855640922,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cash,,,,,,,,,,3006,,,
,Margin,,,,,,,,,,83286,,,
,Deposits,,,,,,,,,,4110,,,
,AR,,,,,,,,,,1878,,,
,Prepaids,,,,,,,,,,735,,,
,Goodwill,,,,,,,,,,46684,,,
,PP&E,,,,,,,,,,2218,,,
,ONCA,,,,,,,,,,953,,,
,Assets,,,,,,,,,,142870,,,
,,,,,,,,,,,,,,
,AP,,,,,,,,,,1056,,,
,Section 31,,,,,,,,,,260,,,
,Salaries,,,,,,,,,,319,,,
,DR,,,,,,,,,,612,,,
,Debt,,,,,,,,,,20281,,,
,Margin,,,,,,,,,,83286,,,
,Deposits,,,,,,,,,,4110,,,
,OCL,,,,,,,,,,312,,,
,Taxes,,,,,,,,,,3848,,,
,Lease,,,,,,,,,,340,,,
,ONCL,,,,,,,,,,403,,,
,SE,,,,,,,,,,28043,,,
,L+SE,,,,,,,,,,142870,,,
