Main,Unnamed: 1,Unnamed: 2
,DISCONTINUED,
,Brand Name,"VX-680, MK-0457"
,Mechanism,"Aurora kinase inhibitor, JAK2 inhibitor (could have usage in myeloproliferative disorders)"
,Indication,"CML, Myeloproliferative disease"
,Economics,"MRK, 15% royalty to VRTX?"
,Administration,IV
,Clinical Trials,
,,
,,Phase II pivotal study in CML
,,"n=270 with resistant CML, Ph+ ALL with BCR-ABL T315I mutation."
,,
,,Phase 1 hematologic cancers - ASH 2006
,,"n=44, 15 CML, 17 AML, 9 MPD, 4 ALL"
,,  CML patients all pretreated with Glivec and Tasigna/Sprycel
,,    9 patients had T315I mutation. 8 had hematological and/or cytogenetic response. 6 patients without mutation did not respond.
,,  2 patients with Ph+ ALL had responses 
,,  6/9 patients with MPD with V617F activating mutation in JAK2 had clinical responses
,,
,,4/5/2006: initiated p2 colorectal study
,,Q2 2006: initiated p2 NSCLC study
,,
,,Phase I/II trial in MM?
