Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Commercial Airplanes,,,,,,,Price,196.0,
,,737 narrow-body,,,,,,Shares,754.0,Q125
,,737-9 audit,,,,,,MC,147784.0,
,,737 MAX,,,,,,Cash,23674.0,Q125
,,767 wide-body,,,,,,Debt,53618.0,Q125
,,777 wide-body,,,,,,EV,177728.0,
,,787 wide-body,,,,,,,,
,,777X in development,,,,,,Founded: 1916,,
,,737-7 in development,,,,,,1967: McDonnell merges with Douglas,,
,,737-10 in development,,,,,,1997: McDonnell Douglas merges with Boeing,,
,,"Competitors: Airbus, China",,,,,,,,
,"Defense, Space & Security",,,,,,,,,
,,"F/A-18 Hornet, -18C/D, -18A/B, -18E/F Super Hornet (E is single-seat, F is dual-seat)",,,,,,,,
,,,supersonic,,,,,,,
,,F-15,,,,,,,,
,,CH-47 Chinook - transport helicopter,,,,,,,,
,,KC-46A Tanker,,,,,,,,
,,MQ-25,,,,,,,,
,,T-7A Red Hawk - trainer plane,,,,,,,,
,,"AH-64 Apache - attack helicopter, $52m",,,,,,,,
,,MH-139 Grey Wolf - helicopter,,,,,,,,
,,"P-8 - Poseidon aircraft, patrol & reconnaisance",,,,,,,,
,,VC-25B Presidential Aircraft - military 747,,,,,,,,
,,"aircraft, manned and unmanned",,,,,,,,
,,weapons systems,,,,,,,,
,,satellites,,,,,,,,
,,"Competitors: LMT, NOC, RTN, GD, SpaceX",,,,,,,,
,Global Services,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,"42,595 new airplanes needed globally in the next 20 years - 2023 10-K",,,,,,,,,
,37% US government contracts,,,,,,,,,
,42% non-US customers,,,,,,,,,
