Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,,,,Price,23.5,
,"Walmart, Albertsons, Target, Giant Tiger, and C&S Wholesale Grocers",,,,,,,Shares,102.0,Q224
,,,,,,,,MC,2397.0,
,Largest Customer 87%,,,,,,,Cash,870.469,Q224
,,,,,,,,Debt,0.0,Q224
,,,,,,,,EV,1526.531,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,Class A,83.718573,1 vote per share
,,,,,,,,Class V-1,65.991247,1 vote per share
,,,,,,,,Class V-3,407.528941,3 votes per share
,,,,,,,,,,
,,,,,,,,"CEO: Richard Cohen, also owns C&S",,
,,,,,,,,,,
,,,,,,,,2006: Warehouse Technologies founded.,,
