Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,2022.0,2023.0,2024.0,2025.0
,Revenue,3554.985,3962.347,4102.108,4204.660699999999
,COGS,1694.703,1752.337,1691.85,1976.1905289999995
,Gross Profit,1860.2820000000002,2210.01,2410.2580000000003,2228.470171
,SG&A,1009.526,1173.227,1388.347,1388.347
,Operating Income,850.7560000000002,1036.7830000000001,1021.9110000000003,840.123171
,Interest Expense,-136.158,-161.351,-109.264,-109.264
,Pretax Income,714.5980000000002,875.4320000000001,912.6470000000003,730.859171
,Taxes,178.349,83.706,0.0,0.0
,Net Income,536.2490000000003,791.7260000000001,912.6470000000003,730.859171
,EPS,8.648340483179052,12.779668130165291,15.253493114052684,12.215188711726165
,Shares,62.006,61.952,59.832,59.832
,,,,,
,,,,,
,Revenue y/y,,0.11458895044564188,0.035272276759203525,0.02499999999999991
,Gross Margin,0.5232882839168098,0.5577527662266833,0.5875657101178224,0.53
,,,,,
,,,,,
,CFFO,603.142,930.444,992.486,
,CX,104.19,115.625,69.347,
,FCF,498.95200000000006,814.819,923.139,
