Main,Unnamed: 1,Unnamed: 2
,Brand Name,Nexium
,Market,Move towards NSAIDs that have GI side effects helps Nexium/Prilosec
,Price,Took 3.5% increase 1/2006
,IP,Ranbaxy settled with AZN for 5/27/2014 launch date. TEVA and Reddy's litigation still ongoing.
,,"Ranbaxy sued by AZN in late 2005. 6 patients ranging from 2014-2019 cover Nexium. Prilosec is a mixture of optical isomers, one of which is Nexium."
,,AZN increased Nexium's efficacy by purifying the active isomer from the less-active isomer without a change in toxicity. COM patent is less robust. 13 total patents in the Orange Book.
,,"4/23/2007 Appeals Court affirms '281 were infringed but anticipated and obvious. Two other patents were infringed, however."
,,  Possible settlement with Ranbaxy for low-dose in the near future? --2008
,,"EPO ruled EP 0773940 is valid, despite Ratiopharm's opposition. This patent expires in 2015."
,,Dr. Reddy's and Lupin following with ANDAs.
,HMO,Blue of Michigan to pay for Prilosec Otc.
,,Q2 2006: Y/Y volume for Nexium 13.4%
