Main,Unnamed: 1,Unnamed: 2
,Brand Name,Erbitux
,Generic Name,cetuximab
,Economics,ImClone
,Clinical Trials,
,,Phase III FLEX study - 1L NSCLC - Presented ASCO 2008
,,1.2 month benefit shown. 1.4 months seen in Caucasians. Adenocarcinoma saw 1.8 month benefit.
,,Cisplatin+Vinorelbine+-Erbitux in 1L mNSCLC
,,
,,Phase III BMS099 - NSCLC - ASCO 2008?
,,Failed PFS but OS data forthcoming.
,,
,,Phase III CRYSTAL mCRC - Full survival data in 2H08
,,8.9 month PFS vs 8.0 month for placebo p<0.05. HR=0.85.
,,  Large benefit seen in KRAS wild-type (non-mutant) patients.
