Main,Unnamed: 1,Unnamed: 2
,Brand Name,Enbrel
,Generic Name,etanercept
,Mechanism,TNF-inhibitor
,Clinical Trials,
,,Humira - Phase III REVEAL in psoriasis - AAD 2007 - n=1212
,,71% achieved PASI 75 at 16 weeks.
,,
,,Humira Phase III psoriasis - CHAMPION
,,80% had PASI 75 response at 16 weeks.
,,
,,"Enbrel long-term Phase III in psoriasis (PASI 75 47% at week 12, 60% at 24, 63% at 48, 51% at 96)."
,,
,,
,"June 2006: Morrow says ""cost-shifting by managed care, more copays and more co-insurance, more prior authorization in dermatology and psoriasis"" are dragging Enbrel down.",
,Copay assistance program helping.,
