Main,Unnamed: 1,Unnamed: 2
,Brand Name,"Gilenya, fka FTY720"
,Generic Name,fingolimod
,Indication,MS; Transplantation studies failed?
,Mechanism,Spihingosine-1-phosphate receptor agonist.
,Safety,Pulmonary function issues - restrictive pattern in function that is potentially fibrotic
,,"Blood pressure, wheezing/dyspnea, brachycardia (temporary when starting dosing), elevated LEFTs (5-14%), mild arrythymias"
,,Company says 7 skin neoplasms is in-line with ABCRs.
,Approval,9/21/2010 US approval
,Economics,Licensed from Mitsubishi Tanabe.
,Clinical Trials,p2 looked like tysabri
,,p3s to begin by year end - pulmonary function will be monitored 
,,
,,Europe Phase III - FREEDOMS - Data in Late 2009.
,,"2-year study; testing lower doses of 1.25mg and 0.5mg , so may show lower efficacy."
,,"n~2000, FTY720 vs placebo"
,,2 deaths in this study from zoster encephalitis in the 1.25mg arm.
,,
,,TRANFORMS - 1-year study vs Avonex - Data in Early 2009
,,"n=1275, enrollment completed in September 2007."
,,"Testing lower doses, so may show lower efficacy. Reportedly significant enrollment problems."
,,
,,INFORMS
,,n=650 1-year endpoint
,,
,,24-month phase II data? - AAN 2007
,,55% reduction in clinical relapses in 1.25mg and 53% reduction in 5mg at 6 months.
,,AAN 2008 showed 7 cases of skin cancer (2-3%). 16% elevated liver enzyme >3x ULN.
,,15 zoster reactivations.
,,Reduced GdE by 80%?
,,"n=281 treated, n=173 completed 3 years of treatment."
,,  90% were Gd-free at 3 years.
,,Small increase in airway resistance seen in the 24-week portion but not the 3-year.
,,"34% had low white blood cell counts, 16% elevated liver enzymes, 14% increased creatinine and 7% increased cholesterol."
