Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,2022.0,2023.0,2024.0
,US,6653.0,7542.0,8640.0
,EU,2597.0,2822.0,3256.0
,Asia,1246.0,1375.0,1491.0
,ROW,685.0,758.0,821.0
,,,,
,Subscription,6201.0,6963.0,7346.0
,Transaction,1807.0,2093.0,2986.0
,Other,1640.0,1730.0,1858.0
,Asset-linked,862.0,859.0,1046.0
,Royalties,286.0,348.0,393.0
,Variable,385.0,504.0,579.0
,Revenue,11181.0,12497.0,14208.0
,Operating,3753.0,4141.0,4391.0
,SG&A,3396.0,3159.0,3166.0
,Operating Income,4032.0,5197.0,6651.0
,Interest,-234.0,-349.0,-272.0
,Pretax,3798.0,4848.0,6379.0
,Taxes,1454.0,1045.0,1456.0
,Net Income,2344.0,3803.0,4923.0
,EPS,7.281764523143834,12.107609041706462,15.994152046783626
,Shares,321.9,314.1,307.8
,,,,
,Market Intel,2488.0,714.0,875.0
,Ratings,1672.0,1864.0,2707.0
,Commodity,591.0,704.0,845.0
,Mobility,213.0,260.0,312.0
,Indices,927.0,925.0,1103.0
,Engineering,15.0,19.0,0.0
,,,,
,,,,
,Net Cash,,,-7938.0
,Cash,,,3460.0
,AR,,,2867.0
,Prepaids,,,906.0
,PP&E,,,265.0
,ROU,,,413.0
,Goodwill,,,51473.0
,Pension,,,246.0
,ONCA,,,591.0
,Assets,,,60221.0
,,,,
,AP,,,553.0
,Compensation,,,1073.0
,Debt,,,11398.0
,Taxes,,,3596.0
,DR,,,3694.0
,OCL,,,869.0
,Leases,,,535.0
,Pension,,,180.0
,ONCL,,,815.0
,S/E,,,37508.0
,L+SE,,,60221.0
,,,,
,CFFO,2603.0,3710.0,5689.0
